strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,classification,expected_by_0point5_cad,ct_material_occupancy,mean_intensity,length_um,trimmed_length_um,longest_gap_um,estimated_missing_volume_mm3,nominal_sampled_volume_mm3,centroid_x_um,centroid_y_um,centroid_z_um,aspect_ratio,sphericity,voxel_size_um
49,29,37,2,8,2,"2,0,0",Nominal,False,1.0,51615.73828125,3226.4002004241947,1935.8402099609375,0.0,0.0,0.7387961745262146,16117.36016998291,4163.825182189942,1544.4435881042482,0.0,5.430654988463878e-06,58.09
50,30,37,1,8,2,"2,0,0",Nominal,False,1.0,50315.81640625,3225.570989074707,1935.3427734375,0.0,0.0,0.738606333732605,16132.543911743165,6448.5103068542485,1538.0976394081117,0.0,5.430654988463878e-06,58.09
51,31,37,2,8,2,"2,0,0",Nominal,False,1.0,50697.98046875,3226.4002004241947,1935.8402099609375,0.0,0.0,0.7387961745262146,13855.115605163575,6464.22499206543,1536.1967909431457,0.0,5.430654988463878e-06,58.09
52,28,38,3,8,2,"2,0,0",Nominal,False,0.5300038456916809,40733.61328125,3234.1928370666506,1940.515869140625,0.0,0.34807005524635315,0.7405806183815002,12696.749453125001,4188.195397949219,2688.540080909729,0.0,1.0,58.09
53,31,38,2,8,2,"2,0,0",Nominal,False,0.5845915675163269,41683.26953125,3241.0166570281986,1944.610107421875,0.0,0.3082925081253052,0.7421430945396423,12711.933194885254,6472.8805226135255,2682.1940214157107,0.0,1.0,58.09
54,32,38,1,8,2,"2,0,0",Nominal,False,0.3511420786380768,38964.49609375,3234.1932802581787,1940.51611328125,0.0,0.4805316627025604,0.740580677986145,12702.994021759034,6474.476898498536,4976.089774017334,0.0,1.0,58.09
55,33,38,2,8,2,"2,0,0",Nominal,False,0.3519163727760315,38776.51171875,3241.015992240906,1944.609619140625,0.0,0.48097068071365356,0.742142915725708,12687.811166381836,4189.791330642701,4982.435390319824,0.0,1.0,58.09
56,28,40,3,8,2,"2,0,0",Nominal,False,0.49670925736427307,41018.8203125,3227.5252421188356,1936.51513671875,0.0,0.3719589412212372,0.7390537858009338,13827.871735534669,3037.995493011475,2692.6635348892214,0.0,1.0,58.09
57,29,40,2,8,2,"2,0,0",Nominal,False,0.6093689799308777,42145.51171875,3237.4389934158326,1942.4635009765625,0.0,0.28958410024642944,0.7413238883018494,16105.300042114259,3022.280807800293,2694.564383354187,0.0,1.0,58.09
58,33,40,2,8,2,"2,0,0",Nominal,False,0.32404181361198425,38535.4609375,3237.438107032776,1942.4630126953125,0.0,0.5011038184165955,0.741323709487915,13818.933448791504,3039.5918688964844,4986.558844299317,0.0,1.0,58.09
59,34,40,1,8,2,"2,0,0",Nominal,False,0.3615950345993042,39034.8203125,3227.5250205230714,1936.51513671875,0.0,0.4718156158924103,0.7390537858009338,16096.359982604981,3023.877183685303,4988.459692764282,0.0,1.0,58.09
60,38,36,8,4,2,"2,0,0",Nominal,False,0.4401858448982239,40161.1796875,3227.524355735779,1936.5147705078125,0.0,0.4137326776981354,0.7390536069869995,13834.115417785646,5324.276550369263,4980.212784805298,0.0,1.0,58.09
61,38,37,8,8,2,"2,0,0",Nominal,False,0.7433217167854309,43608.421875,3237.4385502243044,1942.4632568359375,0.0,0.1902817189693451,0.7413237690925598,13843.055477294924,5322.680617675782,2686.317475395203,0.0,1.0,58.09
62,38,41,8,4,2,"2,0,0",Nominal,False,0.2380952388048172,37555.1640625,3225.5707674789433,1935.342529296875,0.0,0.562747597694397,0.7386062145233154,13846.17731842041,6465.82136795044,3830.092211151123,0.0,1.0,58.09
63,38,40,8,8,2,"2,0,0",Nominal,False,0.38056522607803345,39511.93359375,3226.399314041138,1935.8397216796875,0.0,0.45763593912124634,0.7387959957122803,13830.993576660157,4181.136243286133,3836.438270645142,0.0,1.0,58.09
64,39,37,4,8,2,"2,0,0",Nominal,False,0.7286101579666138,43690.25,3227.5265716934205,1936.51611328125,0.0,0.20057179033756256,0.7390541434288025,16120.4820111084,5306.9659324646,2688.2183238601688,0.0,1.0,58.09
65,39,41,4,4,2,"2,0,0",Nominal,False,0.33217188715934753,39257.80859375,3226.4013084030153,1935.8408203125,0.0,0.49338898062705994,0.7387964129447937,16123.605625,6450.106682739258,3831.993059616089,0.0,1.0,58.09
66,39,36,4,4,2,"2,0,0",Nominal,False,0.42895856499671936,40105.48046875,3237.4398797988893,1942.4639892578125,0.0,0.4233267903327942,0.7413240671157837,16111.543724365236,5308.562308349609,4982.113633270264,0.0,1.0,58.09
67,40,37,8,8,2,"2,0,0",Nominal,False,0.5691056847572327,41385.03515625,3241.0164354324343,1944.60986328125,0.0,0.3197852075099945,0.7421430349349976,14974.175986938477,4172.480712738037,2690.440929374695,0.0,1.0,58.09
68,40,39,8,4,2,"2,0,0",Nominal,False,0.28958573937416077,37852.22265625,3225.5723186492924,1935.3433837890625,0.0,0.5247166752815247,0.7386065721511841,16108.421883239747,4165.4215580749515,3838.3391191101077,0.0,1.0,58.09
69,40,36,8,4,2,"2,0,0",Nominal,False,0.2965543866157532,38902.5859375,3234.1923938751224,1940.515380859375,0.0,0.5209580659866333,0.7405804395675659,14965.237700195314,4174.0770886230475,4984.33623878479,0.0,1.0,58.09
70,41,36,4,4,2,"2,0,0",Nominal,False,0.3070073425769806,38482.09375,3241.0164354324343,1944.60986328125,0.0,0.5142996907234192,0.7421430349349976,14980.419669189454,6458.762213287354,4977.990179290772,0.0,1.0,58.09
71,41,37,4,8,2,"2,0,0",Nominal,False,0.6264033913612366,41965.55859375,3234.193058662415,1940.515869140625,0.0,0.2766784131526947,0.7405806183815002,14989.359728698731,6457.165837402345,2684.0948698806765,0.0,1.0,58.09
72,42,51,3,8,3,"3,0,0",Nominal,False,1.0,51455.60546875,3225.570989074707,1935.3427734375,0.0,0.0,0.738606333732605,18394.788476562502,4148.11049697876,1546.344436569214,0.0,5.430654988463878e-06,58.09
73,43,51,2,8,3,"3,0,0",Nominal,False,1.0,51937.53125,3226.399757232666,1935.8399658203125,0.0,0.0,0.7387961149215698,20672.215010375978,4132.395811767578,1548.2452850341797,0.0,5.430654988463878e-06,58.09
74,44,51,1,8,3,"3,0,0",Nominal,False,1.0,50872.40234375,3225.5696595001223,1935.341796875,0.0,0.0,0.7386059761047363,20687.396979370118,6417.080936431885,1541.8992255401613,0.0,5.430654988463878e-06,58.09
75,45,51,2,8,3,"3,0,0",Nominal,False,1.0,50929.21875,3226.4002004241947,1935.8402099609375,0.0,0.0,0.7387961745262146,18409.970445556643,6432.795621643067,1539.9983770751953,0.0,5.430654988463878e-06,58.09
76,42,52,3,8,3,"3,0,0",Nominal,False,0.6043360233306885,41619.05859375,3234.193058662415,1940.515869140625,0.0,0.2930210828781128,0.7405806183815002,17251.60606628418,4156.766027526855,2692.3417778396606,0.0,1.0,58.09
77,45,52,2,8,3,"3,0,0",Nominal,False,0.6473093032836914,42299.7890625,3241.0164354324343,1944.60986328125,0.0,0.26174694299697876,0.7421430349349976,17266.78803527832,6441.451152191163,2685.995718345642,0.0,1.0,58.09
78,46,52,1,8,3,"3,0,0",Nominal,False,0.3252032399177551,38345.44140625,3234.193058662415,1940.515869140625,0.0,0.49974140524864197,0.7405806183815002,17257.849748535158,6443.047528076172,4979.891470947266,0.0,1.0,58.09
79,47,52,2,8,3,"3,0,0",Nominal,False,0.3441734313964844,38665.66015625,3241.0164354324343,1944.60986328125,0.0,0.4867171347141266,0.7421430349349976,17242.666006774904,4158.362403411866,4986.237087249756,0.0,1.0,58.09
80,42,54,3,8,3,"3,0,0",Nominal,False,0.5915601849555969,41824.98828125,3227.5252421188356,1936.51513671875,0.0,0.3018589913845062,0.7390537858009338,18382.726575927736,3006.5661225891117,2696.465231819153,0.0,1.0,58.09
81,43,54,2,8,3,"3,0,0",Nominal,False,0.555942714214325,41102.51171875,3237.4389934158326,1942.4635009765625,0.0,0.32919028401374817,0.7413238883018494,20660.15310974121,2990.851880569458,2698.3660802841187,0.0,1.0,58.09
82,47,54,2,8,3,"3,0,0",Nominal,False,0.4506388008594513,40737.7421875,3237.4387718200687,1942.4632568359375,0.0,0.40725454688072205,0.7413237690925598,18373.788289184573,3008.162498474121,4990.360541229248,0.0,1.0,58.09
83,48,54,1,8,3,"3,0,0",Nominal,False,0.30003872513771057,38487.82421875,3227.5250205230714,1936.51513671875,0.0,0.5173090696334839,0.7390537858009338,20651.21482299805,2992.448034858704,4992.261389694214,0.0,1.0,58.09
84,52,50,8,4,3,"3,0,0",Nominal,False,0.4231513738632202,39988.7890625,3227.5250205230714,1936.51513671875,0.0,0.42632216215133667,0.7390537858009338,18388.972030944824,5292.847623138428,4984.01448173523,0.0,1.0,58.09
85,52,51,8,8,3,"3,0,0",Nominal,False,0.8323654532432556,45007.6328125,3237.437885437012,1942.4627685546875,0.0,0.1242714449763298,0.7413235902786255,18397.91031768799,5291.251247253418,2690.1191723251345,0.0,1.0,58.09
86,52,55,8,4,3,"3,0,0",Nominal,False,0.2539682686328888,37528.59375,3225.5696595001223,1935.341796875,0.0,0.551023542881012,0.7386059761047363,18401.03215881348,6434.391997528077,3833.893908081055,0.0,1.0,58.09
87,52,54,8,8,3,"3,0,0",Nominal,False,0.3670150935649872,39436.5,3226.3988708496095,1935.83935546875,0.0,0.4676465690135956,0.738795816898346,18385.850189819335,4149.70687286377,3840.2399675750735,0.0,1.0,58.09
88,53,51,4,8,3,"3,0,0",Nominal,False,0.7557104229927063,44033.6875,3227.5252421188356,1936.51513671875,0.0,0.18054313957691193,0.7390537858009338,20675.336851501466,5275.536562042236,2692.0200207901003,0.0,1.0,58.09
89,53,55,4,4,3,"3,0,0",Nominal,False,0.3112659752368927,39122.33203125,3226.399757232666,1935.8399658203125,0.0,0.5088340640068054,0.7387961149215698,20678.458692626955,6418.677312316895,3835.794756546021,0.0,1.0,58.09
90,53,50,4,4,3,"3,0,0",Nominal,False,0.37514516711235046,39468.546875,3237.4374422454835,1942.462646484375,0.0,0.46321961283683777,0.7413235902786255,20666.398564758303,5277.1329379272465,4985.915330200196,0.0,1.0,58.09
91,54,51,8,8,3,"3,0,0",Nominal,False,0.5756871700286865,41566.55859375,3241.0164354324343,1944.60986328125,0.0,0.31490081548690796,0.7421430349349976,19529.032600097657,4141.051342315674,2694.242626304627,0.0,1.0,58.09
92,54,53,8,4,3,"3,0,0",Nominal,False,0.24196670949459076,37805.75,3225.5712106704714,1935.3427734375,0.0,0.5598881840705872,0.738606333732605,20663.276723632815,4133.992630844116,3842.140816040039,0.0,1.0,58.09
93,54,50,8,4,3,"3,0,0",Nominal,False,0.2795199453830719,38307.54296875,3234.1926154708863,1940.515625,0.0,0.5335735082626343,0.7405804991722107,19520.094313354493,4142.647718200684,4988.137935714722,0.0,1.0,58.09
94,55,50,4,4,3,"3,0,0",Nominal,False,0.26751840114593506,38007.4921875,3241.01621383667,1944.60986328125,0.0,0.5436061024665833,0.7421430349349976,19535.276282348634,6427.33284286499,4981.791876220704,0.0,1.0,58.09
95,55,51,4,8,3,"3,0,0",Nominal,False,0.6902826428413391,42395.15625,3234.193058662415,1940.515869140625,0.0,0.22937066853046417,0.7405806183815002,19544.214569091797,6425.736466979981,2687.896566810608,0.0,1.0,58.09
96,56,65,3,8,4,"4,0,0",Nominal,False,1.0,52026.0703125,3225.570989074707,1935.3427734375,0.0,0.0,0.738606333732605,22949.641544189453,4116.681569747925,1550.1461334991457,0.0,5.430654988463878e-06,58.09
97,57,65,2,8,4,"4,0,0",Nominal,False,1.0,52454.31640625,3226.3999788284304,1935.8399658203125,0.0,0.0,0.7387961149215698,25227.069850769043,4100.966884536743,1552.0469819641114,0.0,5.430654988463878e-06,58.09
98,58,65,1,8,4,"4,0,0",Nominal,False,1.0,51088.30859375,3225.5707674789433,1935.342529296875,0.0,0.0,0.7386062145233154,25242.253592529298,6385.651566009522,1545.7009224700928,0.0,5.430654988463878e-06,58.09
99,59,65,2,8,4,"4,0,0",Nominal,False,1.0,51032.69140625,3226.401086807251,1935.8406982421875,0.0,0.0,0.7387963533401489,22964.823513183594,6401.366251220704,1543.800074005127,0.0,5.430654988463878e-06,58.09
100,56,66,3,8,4,"4,0,0",Nominal,False,0.523809552192688,41333.82421875,3234.193058662415,1940.515869140625,0.0,0.35265740752220154,0.7405806183815002,21806.459133911136,4125.337100296021,2696.1434747695926,0.0,1.0,58.09
101,59,66,2,8,4,"4,0,0",Nominal,False,0.6658923625946045,42655.015625,3241.01621383667,1944.60986328125,0.0,0.24795565009117126,0.7421430349349976,21821.641102905276,6410.021781768799,2689.7974152755737,0.0,1.0,58.09
102,60,66,1,8,4,"4,0,0",Nominal,False,0.3124274015426636,38116.76953125,3234.1928370666506,1940.515869140625,0.0,0.5092029571533203,0.7405806183815002,21812.70281616211,6411.618157653809,4983.693167877198,0.0,1.0,58.09
103,61,66,2,8,4,"4,0,0",Nominal,False,0.30855593085289,37807.34375,3241.0164354324343,1944.60986328125,0.0,0.5131503939628601,0.7421430349349976,21797.52084716797,4126.9334761810305,4990.038784179687,0.0,1.0,58.09
104,56,68,3,8,4,"4,0,0",Nominal,False,0.5466511845588684,41719.0546875,3227.5252421188356,1936.51513671875,0.0,0.3350491523742676,0.7390537858009338,22937.5814163208,2975.1371953582766,2700.266928749085,0.0,1.0,58.09
105,57,68,2,8,4,"4,0,0",Nominal,False,0.6190476417541504,42034.18359375,3237.4389934158326,1942.4635009765625,0.0,0.28240907192230225,0.7413238883018494,25215.00972290039,2959.4225101470947,2702.1677772140506,0.0,1.0,58.09
106,61,68,2,8,4,"4,0,0",Nominal,False,0.36546650528907776,39347.00390625,3237.4387718200687,1942.4632568359375,0.0,0.4703947901725769,0.7413237690925598,22928.641356811524,2976.733349647522,4994.16223815918,0.0,1.0,58.09
107,62,68,1,8,4,"4,0,0",Nominal,False,0.2973286807537079,37778.4921875,3227.5250205230714,1936.51513671875,0.0,0.5193119049072266,0.7390537858009338,25206.069663391114,2961.0188860321045,4996.063086624145,0.0,1.0,58.09
108,66,64,8,4,4,"4,0,0",Nominal,False,0.34804490208625793,38897.7578125,3227.5250205230714,1936.51513671875,0.0,0.4818299114704132,0.7390537858009338,22943.82509857178,5261.418695907593,4987.816178665162,0.0,1.0,58.09
109,66,65,8,8,4,"4,0,0",Nominal,False,0.8346883654594421,45008.1171875,3237.4389934158326,1942.4635009765625,0.0,0.12254946678876877,0.7413238883018494,22952.765158081056,5259.822320022583,2693.920869255066,0.0,1.0,58.09
110,66,69,8,4,4,"4,0,0",Nominal,False,0.2415795624256134,37692.38671875,3225.5707674789433,1935.342529296875,0.0,0.5601740479469299,0.7386062145233154,22955.88522644043,6402.962627105713,3837.6956050109866,0.0,1.0,58.09
111,66,68,8,8,4,"4,0,0",Nominal,False,0.28881144523620605,38887.09765625,3226.4004220199586,1935.8404541015625,0.0,0.5254234671592712,0.7387962937355042,22940.70325744629,4118.2779456329345,3844.041664505005,0.0,1.0,58.09
112,67,65,4,8,4,"4,0,0",Nominal,False,0.7665505409240723,43892.7734375,3227.5252421188356,1936.51513671875,0.0,0.17253170907497406,0.7390537858009338,25230.19169189453,5244.107191619873,2695.8217177200318,0.0,1.0,58.09
113,67,69,4,4,4,"4,0,0",Nominal,False,0.2698412835597992,38584.04296875,3226.4002004241947,1935.8402099609375,0.0,0.5394384264945984,0.7387961745262146,25233.31353302002,6387.247941894531,3839.5964534759523,0.0,1.0,58.09
114,67,64,4,4,4,"4,0,0",Nominal,False,0.3921796381473541,39905.31640625,3237.4387718200687,1942.4632568359375,0.0,0.45059171319007874,0.7413237690925598,25221.25340515137,5245.703567504883,4989.7170271301275,0.0,1.0,58.09
115,68,65,8,8,4,"4,0,0",Nominal,False,0.6132404208183289,41750.953125,3241.0166570281986,1944.610107421875,0.0,0.287030965089798,0.7421430945396423,24083.88566772461,4109.622415084839,2698.0443232345583,0.0,1.0,58.09
