z,y,x,diameter_voxels,diameter_um_at_58_09
17,387,100,49.39635467529297,2869.4342430877687
17,398,100,49.234134674072266,2860.010883216858
17,403,100,49.839744567871094,2895.190761947632
17,408,95,49.030601501464844,2848.187641220093
17,408,96,49.558048248291016,2878.8270227432254
17,408,97,49.19349670410156,2857.65022354126
17,420,748,49.67897033691406,2885.851386871338
17,624,737,49.19349670410156,2857.65022354126
18,70,205,49.558048248291016,2878.8270227432254
18,70,207,49.39635467529297,2869.4342430877687
18,70,211,50.03998565673828,2906.8227667999267
18,71,211,50.19960021972656,2916.0947767639163
18,72,206,51.02940368652344,2964.2980601501467
18,72,211,50.15974426269531,2913.779544219971
18,73,206,51.92301940917969,3016.208197479248
18,73,211,50.19960021972656,2916.0947767639163
18,74,206,52.839378356933594,3069.4394887542726
18,75,206,53.702884674072266,3119.600570716858
18,90,713,49.112117767333984,2852.922921104431
18,91,713,49.71921157836914,2888.1890005874634
18,92,713,50.39841079711914,2927.643683204651
18,93,711,50.3189811706543,2923.0296162033083
18,93,712,50.5173225402832,2934.5512663650516
18,94,710,49.839744567871094,2895.190761947632
18,95,710,49.638694763183594,2883.511778793335
18,124,733,54.954524993896484,3192.308356895447
18,124,734,54.47935485839844,3164.7057237243653
18,124,735,54.07402420043945,3141.160065803528
18,130,733,52.038448333740234,3022.9134637069706
18,130,734,51.61395263671875,2998.2545086669925
18,130,735,51.26402282714844,2977.927086029053
18,140,733,52.383201599121094,3042.9401808929447
18,140,734,51.961524963378906,3018.444985122681
18,140,735,51.61395263671875,2998.2545086669925
18,143,733,53.5537109375,3110.9350683593752
18,143,734,53.21653747558594,3091.3486619567875
18,143,735,52.95280838012695,3076.0286388015747
18,148,733,54.47935485839844,3164.7057237243653
18,149,734,54.625999450683594,3173.2243080902103
18,149,735,54.47935485839844,3164.7057237243653
18,155,734,52.038448333740234,3022.9134637069706
18,156,735,51.34199142456055,2982.4562818527224
18,167,739,51.961524963378906,3018.444985122681
18,167,740,51.92301940917969,3016.208197479248
18,177,743,50.35871505737305,2925.3377576828007
18,353,98,50.03998565673828,2906.8227667999267
18,353,99,49.51767349243164,2876.481653175354
18,420,747,49.839744567871094,2895.190761947632
18,632,726,49.112117767333984,2852.922921104431
18,632,727,49.47726821899414,2874.13451084137
18,632,728,49.47726821899414,2874.13451084137
18,632,729,49.47726821899414,2874.13451084137
18,644,717,50.03998565673828,2906.8227667999267
18,644,718,49.51767349243164,2876.481653175354
18,644,719,49.07137680053711,2850.556278343201
18,645,714,51.961524963378906,3018.444985122681
18,645,715,51.41984176635742,2986.978608207703
18,645,716,50.754310607910156,2948.3179032135013
18,646,712,50.754310607910156,2948.3179032135013
18,646,713,51.41984176635742,2986.978608207703
18,655,715,50.83306121826172,2952.892526168823
18,655,716,49.759422302246094,2890.524841537476
18,657,708,54.625999450683594,3173.2243080902103
18,657,709,54.442630767822266,3162.5724213027956
18,657,710,54.18486785888672,3147.59897392273
18,657,711,54.0,3136.86
18,657,713,52.839378356933594,3069.4394887542726
18,657,715,50.5173225402832,2934.5512663650516
18,657,716,49.43682861328125,2871.785374145508
18,659,713,51.146846771240234,2971.120328941345
18,659,714,50.635955810546875,2941.442673034668
18,659,715,50.19960021972656,2916.0947767639163
18,672,694,51.146846771240234,2971.120328941345
18,673,695,50.990196228027344,2962.0204988861087
18,674,696,50.950958251953125,2959.7411648559573
18,675,696,50.03998565673828,2906.8227667999267
19,75,707,51.146846771240234,2971.120328941345
19,76,707,50.635955810546875,2941.442673034668
19,77,707,50.19960021972656,2916.0947767639163
19,78,707,49.839744567871094,2895.190761947632
19,79,707,49.558048248291016,2878.8270227432254
19,80,707,49.35585021972656,2867.081339263916
19,81,707,49.234134674072266,2860.010883216858
19,82,707,49.19349670410156,2857.65022354126
19,83,707,49.19349670410156,2857.65022354126
19,84,707,49.234134674072266,2860.010883216858
19,85,707,49.35585021972656,2867.081339263916
19,86,707,49.558048248291016,2878.8270227432254
19,87,707,49.839744567871094,2895.190761947632
19,88,707,49.759422302246094,2890.524841537476
19,89,707,49.07137680053711,2850.556278343201
19,124,732,53.702884674072266,3119.600570716858
19,130,732,50.635955810546875,2941.442673034668
19,141,732,51.41984176635742,2986.978608207703
19,143,732,52.038448333740234,3022.9134637069706
19,147,732,52.49761962890625,3049.586724243164
19,156,733,50.35871505737305,2925.3377576828007
19,167,738,50.15974426269531,2913.779544219971
19,178,742,50.635955810546875,2941.442673034668
19,420,746,50.15974426269531,2913.779544219971
19,441,137,50.35871505737305,2925.3377576828007
19,442,136,50.635955810546875,2941.442673034668
19,443,135,51.02940368652344,2964.2980601501467
19,444,134,50.990196228027344,2962.0204988861087
19,445,133,50.754310607910156,2948.3179032135013
19,446,132,50.03998565673828,2906.8227667999267
19,447,131,49.07137680053711,2850.556278343201
19,470,743,50.675437927246094,2943.7361891937257
19,470,744,51.02940368652344,2964.2980601501467
19,470,745,50.990196228027344,2962.0204988861087
19,470,746,50.635955810546875,2941.442673034668
19,470,747,50.35871505737305,2925.3377576828007
19,470,748,49.35585021972656,2867.081339263916
19,480,743,50.754310607910156,2948.3179032135013
19,480,744,50.15974426269531,2913.779544219971
19,480,745,49.638694763183594,2883.511778793335
19,480,746,49.19349670410156,2857.65022354126
19,556,723,49.07137680053711,2850.556278343201
19,558,717,51.22499465942383,2975.65993976593
19,558,718,50.950958251953125,2959.7411648559573
19,558,719,50.754310607910156,2948.3179032135013
19,558,720,50.59644317626953,2939.147384109497
19,558,721,50.0,2904.5
19,558,723,49.030601501464844,2848.187641220093
19,559,716,50.990196228027344,2962.0204988861087
19,562,716,49.67897033691406,2885.851386871338
19,562,717,49.315311431884766,2864.7264410781863
19,562,718,49.030601501464844,2848.187641220093
19,562,725,49.030601501464844,2848.187641220093
19,571,716,50.03998565673828,2906.8227667999267
19,571,717,49.67897033691406,2885.851386871338
19,571,718,49.39635467529297,2869.4342430877687
19,571,719,49.19349670410156,2857.65022354126
19,571,720,49.07137680053711,2850.556278343201
19,571,721,49.030601501464844,2848.187641220093
19,571,722,49.030601501464844,2848.187641220093
19,571,723,49.07137680053711,2850.556278343201
19,580,713,50.3189811706543,2923.0296162033083
19,580,714,50.19960021972656,2916.0947767639163
19,580,715,50.15974426269531,2913.779544219971
19,580,716,50.15974426269531,2913.779544219971
19,580,717,50.07993698120117,2909.1435392379763
19,580,718,50.03998565673828,2906.8227667999267
19,580,719,50.03998565673828,2906.8227667999267
19,581,710,51.02940368652344,2964.2980601501467
19,581,711,50.675437927246094,2943.7361891937257
19,581,712,50.39841079711914,2927.643683204651
19,582,709,51.41984176635742,2986.978608207703
19,583,708,51.961524963378906,3018.444985122681
19,585,708,52.26853561401367,3036.2792338180543
19,585,709,51.768714904785156,3007.24464881897
19,585,711,50.990196228027344,2962.0204988861087
19,585,712,50.71488952636719,2946.02793258667
19,585,713,50.5173225402832,2934.5512663650516
19,585,714,50.39841079711914,2927.643683204651
19,585,715,50.35871505737305,2925.3377576828007
19,585,716,50.15974426269531,2913.779544219971
19,585,717,49.35585021972656,2867.081339263916
19,587,711,51.61395263671875,2998.2545086669925
19,587,712,51.34199142456055,2982.4562818527224
19,587,713,51.146846771240234,2971.120328941345
19,588,714,49.799598693847656,2892.8586881256106
19,588,715,49.030601501464844,2848.187641220093
19,657,707,52.611785888671875,3056.218642272949
19,665,689,49.39635467529297,2869.4342430877687
19,666,689,49.67897033691406,2885.851386871338
19,667,690,50.477718353271484,2932.250659141541
19,667,691,50.754310607910156,2948.3179032135013
19,668,692,50.03998565673828,2906.8227667999267
19,669,692,50.0,2904.5
19,670,692,50.0,2904.5
19,671,693,49.51767349243164,2876.481653175354
19,681,677,50.11985778808594,2911.4625389099124
19,682,678,49.39635467529297,2869.4342430877687
19,683,678,49.19349670410156,2857.65022354126
20,66,655,50.39841079711914,2927.643683204651
20,67,655,52.383201599121094,3042.9401808929447
20,67,663,50.35871505737305,2925.3377576828007
20,67,666,50.0,2904.5
20,67,673,50.03998565673828,2906.8227667999267
20,68,655,52.99056625366211,3078.221993675232
20,68,663,52.345008850097656,3040.721564102173
20,68,666,52.0,3020.6800000000003
20,68,673,50.5173225402832,2934.5512663650516
20,68,688,50.635955810546875,2941.442673034668
20,68,695,50.03998565673828,2906.8227667999267
20,69,655,53.40412139892578,3102.245412063599
20,69,663,54.33230972290039,3156.1638718032837
20,69,666,53.88877487182617,3130.3989323043825
20,69,672,50.675437927246094,2943.7361891937257
20,69,688,50.793701171875,2950.6061010742187
20,69,695,51.146846771240234,2971.120328941345
20,70,655,53.88877487182617,3130.3989323043825
20,70,663,54.7357292175293,3179.598510246277
20,70,666,53.740116119384766,3121.7633453750614
20,70,672,50.635955810546875,2941.442673034668
20,70,688,50.675437927246094,2943.7361891937257
20,70,694,51.92301940917969,3016.208197479248
20,71,655,54.442630767822266,3162.5724213027956
20,71,663,54.18486785888672,3147.59897392273
20,71,666,53.10367202758789,3084.792308082581
20,71,672,50.675437927246094,2943.7361891937257
20,71,688,50.635955810546875,2941.442673034668
20,71,694,52.87721633911133,3071.6374971389773
20,72,655,55.0635986328125,3198.6444445800785
20,72,663,53.702884674072266,3119.600570716858
20,72,665,52.87721633911133,3071.6374971389773
20,72,671,51.146846771240234,2971.120328941345
20,72,688,50.675437927246094,2943.7361891937257
20,72,694,53.88877487182617,3130.3989323043825
20,72,703,55.35340881347656,3215.4795179748535
20,73,655,55.74943923950195,3238.4849254226688
20,73,663,53.291648864746094,3095.7118825531006
20,73,665,52.383201599121094,3042.9401808929447
20,73,671,51.34199142456055,2982.4562818527224
20,73,688,50.793701171875,2950.6061010742187
20,73,693,53.291648864746094,3095.7118825531006
20,73,703,54.662601470947266,3175.350519447327
20,74,654,56.603885650634766,3288.1197174453737
20,74,663,52.801513671875,3067.2399291992188
20,74,665,51.961524963378906,3018.444985122681
20,74,671,51.02940368652344,2964.2980601501467
20,74,688,50.990196228027344,2962.0204988861087
20,74,693,53.47896957397461,3106.5933425521853
20,74,702,55.17245864868164,3204.9681229019166
20,74,707,50.03998565673828,2906.8227667999267
20,75,653,56.99122619628906,3310.6203297424317
20,75,663,52.383201599121094,3042.9401808929447
20,75,665,51.61395263671875,2998.2545086669925
20,75,670,50.635955810546875,2941.442673034668
20,75,688,51.26402282714844,2977.927086029053
20,75,693,53.740116119384766,3121.7633453750614
20,75,702,54.625999450683594,3173.2243080902103
20,76,689,51.961524963378906,3018.444985122681
20,76,692,53.44155502319336,3104.4199312973024
20,76,702,54.147945404052734,3145.4541485214236
20,77,690,52.801513671875,3067.2399291992188
20,77,692,53.851646423339844,3128.2421407318116
20,77,701,54.954524993896484,3192.308356895447
20,78,690,53.291648864746094,3095.7118825531006
20,78,692,54.33230972290039,3156.1638718032837
20,78,695,56.39148712158203,3275.7814868927003
20,78,701,54.625999450683594,3173.2243080902103
20,79,695,56.920997619628906,3306.5407517242434
20,79,701,54.369110107421875,3158.3016061401368
20,80,202,49.030601501464844,2848.187641220093
20,80,691,54.954524993896484,3192.308356895447
20,80,695,57.51521682739258,3341.058945503235
20,80,700,55.46169662475586,3221.769956932068
20,81,691,55.6417121887207,3232.227061042786
20,81,694,57.44562530517578,3337.0163739776613
20,81,700,54.990909576416016,3194.4219372940065
20,82,690,55.928524017333984,3248.8879601669314
20,82,694,56.88584899902344,3304.4989683532717
20,82,700,53.851646423339844,3128.2421407318116
20,83,691,57.20139694213867,3322.829148368836
20,83,694,55.85696029663086,3244.730823631287
20,83,699,53.10367202758789,3084.792308082581
20,84,691,57.34108352661133,3330.9435420608525
20,84,693,55.6417121887207,3232.227061042786
20,84,699,52.076866149902344,3025.1451546478274
20,85,691,56.46237564086914,3279.8994009780886
20,85,693,54.7357292175293,3179.598510246277
20,85,699,51.107730865478516,2968.8480859756473
20,86,690,56.603885650634766,3288.1197174453737
20,86,693,53.88877487182617,3130.3989323043825
20,86,698,50.635955810546875,2941.442673034668
20,87,690,55.85696029663086,3244.730823631287
20,87,692,53.96295166015625,3134.7078619384765
20,87,698,49.799598693847656,2892.8586881256106
20,88,690,55.17245864868164,3204.9681229019166
20,88,692,53.25410842895508,3093.5311586380008
20,88,698,49.030601501464844,2848.187641220093
20,89,690,54.55272674560547,3168.967896652222
20,89,692,52.611785888671875,3056.218642272949
20,91,690,53.516353607177734,3108.764981040955
20,92,690,53.10367202758789,3084.792308082581
20,93,690,52.76362228393555,3065.0388184738163
20,94,690,52.49761962890625,3049.586724243164
20,95,690,52.306785583496094,3038.5011745452884
20,96,689,53.10367202758789,3084.792308082581
20,97,689,52.839378356933594,3069.4394887542726
20,98,689,52.611785888671875,3056.218642272949
20,98,693,49.234134674072266,2860.010883216858
20,99,689,52.345008850097656,3040.721564102173
20,99,693,49.35585021972656,2867.081339263916
20,100,689,52.15361785888672,3029.6036614227296
20,100,693,49.558048248291016,2878.8270227432254
20,101,689,52.038448333740234,3022.9134637069706
20,101,692,50.03998565673828,2906.8227667999267
20,102,689,52.0,3020.6800000000003
20,102,692,50.0,2904.5
20,103,689,52.038448333740234,3022.9134637069706
20,103,692,50.03998565673828,2906.8227667999267
20,105,733,49.558048248291016,2878.8270227432254
20,106,690,51.88448715209961,3013.9698586654663
20,107,690,52.23025894165039,3034.0557419204715
20,108,690,52.64978790283203,3058.426179275513
20,109,690,53.141319274902344,3086.9792366790775
20,110,690,53.702884674072266,3119.600570716858
20,111,690,54.33230972290039,3156.1638718032837
20,112,690,54.881690979003906,3188.077428970337
20,113,690,55.35340881347656,3215.4795179748535
20,114,690,55.31726837158203,3213.3801197052003
20,115,690,54.990909576416016,3194.4219372940065
20,116,690,54.7357292175293,3179.598510246277
20,117,690,54.55272674560547,3168.967896652222
20,118,690,54.442630767822266,3162.5724213027956
20,124,730,53.291648864746094,3095.7118825531006
20,124,731,52.57375717163086,3054.009554100037
20,126,729,52.64978790283203,3058.426179275513
20,126,730,51.92301940917969,3016.208197479248
20,126,731,51.26402282714844,2977.927086029053
20,127,727,53.740116119384766,3121.7633453750614
20,127,728,52.87721633911133,3071.6374971389773
20,130,724,54.369110107421875,3158.3016061401368
20,130,725,54.33230972290039,3156.1638718032837
20,130,726,53.44155502319336,3104.4199312973024
20,130,727,52.49761962890625,3049.586724243164
20,130,728,51.61395263671875,2998.2545086669925
20,130,729,50.793701171875,2950.6061010742187
20,130,730,50.03998565673828,2906.8227667999267
20,130,731,49.35585021972656,2867.081339263916
20,141,724,53.21653747558594,3091.3486619567875
20,141,725,52.95280838012695,3076.0286388015747
20,141,726,52.76362228393555,3065.0388184738163
20,141,727,52.64978790283203,3058.426179275513
20,141,728,52.15361785888672,3029.6036614227296
20,141,729,51.41984176635742,2986.978608207703
20,141,730,50.754310607910156,2948.3179032135013
20,141,731,50.15974426269531,2913.779544219971
20,143,725,52.49761962890625,3049.586724243164
20,143,726,52.306785583496094,3038.5011745452884
20,143,727,52.191951751708984,3031.830477256775
20,143,728,52.076866149902344,3025.1451546478274
20,143,729,51.57518768310547,2996.002652511597
20,143,730,51.146846771240234,2971.120328941345
20,143,731,50.635955810546875,2941.442673034668
20,145,725,52.345008850097656,3040.721564102173
20,145,726,52.15361785888672,3029.6036614227296
20,146,727,52.076866149902344,3025.1451546478274
20,146,728,51.961524963378906,3018.444985122681
20,146,729,51.45872116088867,2989.237112236023
20,147,730,51.146846771240234,2971.120328941345
20,147,731,50.793701171875,2950.6061010742187
20,179,741,51.107730865478516,2968.8480859756473
20,180,739,52.57375717163086,3054.009554100037
20,180,740,52.49761962890625,3049.586724243164
20,184,738,54.7357292175293,3179.598510246277
20,184,739,52.99056625366211,3078.221993675232
20,184,740,51.26402282714844,2977.927086029053
20,184,741,49.558048248291016,2878.8270227432254
20,384,124,49.030601501464844,2848.187641220093
20,385,124,49.030601501464844,2848.187641220093
20,396,120,49.19349670410156,2857.65022354126
20,397,120,49.39635467529297,2869.4342430877687
20,398,120,49.558048248291016,2878.8270227432254
20,406,117,49.030601501464844,2848.187641220093
20,420,745,50.635955810546875,2941.442673034668
20,434,145,49.030601501464844,2848.187641220093
20,435,144,49.39635467529297,2869.4342430877687
20,480,741,50.03998565673828,2906.8227667999267
20,480,742,49.558048248291016,2878.8270227432254
20,503,708,52.49761962890625,3049.586724243164
20,503,709,52.306785583496094,3038.5011745452884
20,503,710,51.961524963378906,3018.444985122681
20,503,711,51.45872116088867,2989.237112236023
20,503,712,51.02940368652344,2964.2980601501467
20,503,713,50.675437927246094,2943.7361891937257
20,503,714,50.39841079711914,2927.643683204651
20,503,715,50.19960021972656,2916.0947767639163
20,504,716,50.03998565673828,2906.8227667999267
20,504,717,50.0,2904.5
20,504,718,50.0,2904.5
20,505,708,52.345008850097656,3040.721564102173
20,505,709,52.15361785888672,3029.6036614227296
20,505,710,51.92301940917969,3016.208197479248
20,505,719,50.0,2904.5
20,505,720,50.03998565673828,2906.8227667999267
20,505,721,49.39635467529297,2869.4342430877687
20,506,711,51.45872116088867,2989.237112236023
20,506,712,51.02940368652344,2964.2980601501467
20,506,713,50.675437927246094,2943.7361891937257
20,507,714,50.5173225402832,2934.5512663650516
20,507,715,50.3189811706543,2923.0296162033083
20,507,716,50.19960021972656,2916.0947767639163
20,508,717,50.35871505737305,2925.3377576828007
20,508,718,50.35871505737305,2925.3377576828007
20,508,719,50.35871505737305,2925.3377576828007
20,509,720,50.675437927246094,2943.7361891937257
20,509,721,50.03998565673828,2906.8227667999267
20,509,722,49.35585021972656,2867.081339263916
20,518,707,53.516353607177734,3108.764981040955
20,518,708,53.10367202758789,3084.792308082581
20,518,709,52.76362228393555,3065.0388184738163
20,518,710,52.49761962890625,3049.586724243164
20,518,711,52.306785583496094,3038.5011745452884
20,518,712,51.961524963378906,3018.444985122681
20,518,713,51.45872116088867,2989.237112236023
20,518,714,51.02940368652344,2964.2980601501467
20,518,715,50.675437927246094,2943.7361891937257
20,518,716,50.27922058105469,2920.7199235534667
20,518,717,49.35585021972656,2867.081339263916
20,527,707,49.030601501464844,2848.187641220093
20,551,721,49.558048248291016,2878.8270227432254
20,552,713,49.030601501464844,2848.187641220093
20,552,714,49.39635467529297,2869.4342430877687
20,552,715,49.839744567871094,2895.190761947632
20,552,716,50.35871505737305,2925.3377576828007
20,552,717,50.793701171875,2950.6061010742187
20,552,718,51.146846771240234,2971.120328941345
20,552,719,50.39841079711914,2927.643683204651
20,552,720,49.71921157836914,2888.1890005874634
20,559,713,50.675437927246094,2943.7361891937257
20,559,714,50.07993698120117,2909.1435392379763
20,559,715,49.558048248291016,2878.8270227432254
20,561,192,50.0,2904.5
20,562,708,50.990196228027344,2962.0204988861087
20,562,709,51.41984176635742,2986.978608207703
20,562,710,51.61395263671875,2998.2545086669925
20,562,711,50.793701171875,2950.6061010742187
20,562,712,50.03998565673828,2906.8227667999267
20,562,713,49.35585021972656,2867.081339263916
20,571,707,53.740116119384766,3121.7633453750614
20,571,708,53.141319274902344,3086.9792366790775
20,571,709,52.49761962890625,3049.586724243164
20,571,710,51.92301940917969,3016.208197479248
20,571,711,51.146846771240234,2971.120328941345
20,571,712,50.39841079711914,2927.643683204651
20,571,713,49.71921157836914,2888.1890005874634
20,571,714,49.112117767333984,2852.922921104431
20,572,704,53.10367202758789,3084.792308082581
20,572,705,53.516353607177734,3108.764981040955
20,572,706,54.0,3136.86
20,573,703,52.64978790283203,3058.426179275513
20,574,700,52.038448333740234,3022.9134637069706
20,584,700,50.990196228027344,2962.0204988861087
20,584,701,51.26402282714844,2977.927086029053
20,584,702,51.61395263671875,2998.2545086669925
20,584,703,52.038448333740234,3022.9134637069706
20,584,704,52.535701751708984,3051.798914756775
20,584,705,52.15361785888672,3029.6036614227296
20,584,706,51.41984176635742,2986.978608207703
20,590,685,54.662601470947266,3175.350519447327
20,590,686,53.88877487182617,3130.3989323043825
20,590,687,53.1789436340332,3089.164835700989
20,590,688,52.535701751708984,3051.798914756775
20,590,689,51.961524963378906,3018.444985122681
20,591,690,51.57518768310547,2996.002652511597
20,591,691,51.146846771240234,2971.120328941345
20,591,692,50.793701171875,2950.6061010742187
20,592,693,50.71488952636719,2946.02793258667
20,592,694,50.5173225402832,2934.5512663650516
20,592,695,50.39841079711914,2927.643683204651
20,592,696,50.35871505737305,2925.3377576828007
20,592,697,50.39841079711914,2927.643683204651
20,592,699,50.71488952636719,2946.02793258667
20,592,700,50.990196228027344,2962.0204988861087
20,592,701,51.26402282714844,2977.927086029053
20,594,699,51.34199142456055,2982.4562818527224
20,594,700,51.61395263671875,2998.2545086669925
20,594,701,51.961524963378906,3018.444985122681
20,594,702,51.961524963378906,3018.444985122681
20,594,703,51.146846771240234,2971.120328941345
20,594,704,50.39841079711914,2927.643683204651
20,594,705,49.71921157836914,2888.1890005874634
20,602,695,51.73006820678711,3004.9996621322634
20,602,696,50.91168975830078,2957.4600580596925
20,602,697,50.15974426269531,2913.779544219971
20,602,698,49.47726821899414,2874.13451084137
20,603,693,50.754310607910156,2948.3179032135013
20,603,694,51.34199142456055,2982.4562818527224
20,604,690,49.07137680053711,2850.556278343201
20,608,679,49.839744567871094,2895.190761947632
20,608,680,49.39635467529297,2869.4342430877687
20,608,681,49.030601501464844,2848.187641220093
20,608,689,49.030601501464844,2848.187641220093
20,608,690,49.39635467529297,2869.4342430877687
20,608,691,49.030601501464844,2848.187641220093
20,617,679,54.07402420043945,3141.160065803528
20,617,680,54.037025451660156,3139.0108084869385
20,617,681,53.851646423339844,3128.2421407318116
20,617,682,52.839378356933594,3069.4394887542726
20,617,683,51.88448715209961,3013.9698586654663
20,617,684,50.990196228027344,2962.0204988861087
20,617,685,50.15974426269531,2913.779544219971
20,617,686,49.39635467529297,2869.4342430877687
20,621,679,54.954524993896484,3192.308356895447
20,621,680,54.918121337890625,3190.1936685180667
20,621,681,54.442630767822266,3162.5724213027956
20,621,682,53.44155502319336,3104.4199312973024
20,621,683,52.49761962890625,3049.586724243164
20,621,684,51.61395263671875,2998.2545086669925
20,621,685,50.793701171875,2950.6061010742187
20,621,686,50.03998565673828,2906.8227667999267
20,621,687,49.35585021972656,2867.081339263916
20,623,679,55.821144104003906,3242.6502610015873
20,623,680,55.20869445800781,3207.073061065674
20,623,681,54.442630767822266,3162.5724213027956
20,623,682,53.740116119384766,3121.7633453750614
20,623,683,52.839378356933594,3069.4394887542726
20,623,684,51.961524963378906,3018.444985122681
20,623,685,51.146846771240234,2971.120328941345
20,623,686,50.39841079711914,2927.643683204651
20,623,687,49.71921157836914,2888.1890005874634
20,623,688,49.112117767333984,2852.922921104431
20,625,679,55.60575485229492,3230.138299369812
20,625,681,54.0,3136.86
20,625,682,53.1789436340332,3089.164835700989
20,625,683,52.23025894165039,3034.0557419204715
20,625,684,51.34199142456055,2982.4562818527224
20,625,685,50.5173225402832,2934.5512663650516
20,625,686,49.759422302246094,2890.524841537476
20,625,687,49.07137680053711,2850.556278343201
20,627,681,53.44155502319336,3104.4199312973024
20,627,682,52.87721633911133,3071.6374971389773
20,627,683,51.92301940917969,3016.208197479248
20,628,684,50.990196228027344,2962.0204988861087
20,628,685,50.15974426269531,2913.779544219971
20,628,686,49.39635467529297,2869.4342430877687
20,646,659,53.1789436340332,3089.164835700989
20,646,660,52.23025894165039,3034.0557419204715
20,646,661,51.34199142456055,2982.4562818527224
20,646,662,50.5173225402832,2934.5512663650516
20,646,663,49.759422302246094,2890.524841537476
20,646,664,49.07137680053711,2850.556278343201
20,649,649,52.611785888671875,3056.218642272949
20,649,650,52.95280838012695,3076.0286388015747
20,649,651,53.291648864746094,3095.7118825531006
20,649,652,53.702884674072266,3119.600570716858
20,649,653,54.18486785888672,3147.59897392273
20,650,654,53.141319274902344,3086.9792366790775
20,650,655,52.64978790283203,3058.426179275513
20,650,656,52.23025894165039,3034.0557419204715
20,651,657,51.22499465942383,2975.65993976593
20,651,658,50.950958251953125,2959.7411648559573
20,651,659,50.754310607910156,2948.3179032135013
20,652,649,52.95280838012695,3076.0286388015747
