strut_id,unit_cell_indices,baseline_classification,candidate_classification,baseline_occupancy,candidate_occupancy,occupancy_change
3309,"8,5,1",Missing_Unintentional,Nominal,0.024390242993831635,0.05536198243498802,0.030971739441156387
3311,"8,5,1",Missing_Unintentional,Nominal,0.03445605933666229,0.053039100021123886,0.018583040684461594
3316,"8,5,1",Missing_Unintentional,Nominal,0.0077429343946278095,0.06581494212150574,0.058072008192539215
3319,"8,5,1",Missing_Unintentional,Nominal,0.006968641187995672,0.06387920677661896,0.05691056698560715
3323,"8,5,1",Missing_Unintentional,Nominal,0.014324428513646126,0.1076267883181572,0.09330236166715622
3327,"8,5,1",Missing_Unintentional,Nominal,0.04297328740358353,0.09252806752920151,0.04955478012561798
3328,"8,5,1",Missing_Unintentional,Nominal,0.018195895478129387,0.09059233218431473,0.07239643484354019
3329,"8,5,1",Missing_Unintentional,Nominal,0.030197445303201675,0.08323654532432556,0.053039100021123886
3536,"8,6,1",Missing_Unintentional,Nominal,0.009678668342530727,0.07355787605047226,0.06387920677661896
3539,"8,6,1",Missing_Unintentional,Nominal,0.01084010861814022,0.08439798653125763,0.07355787605047226
3543,"8,6,1",Missing_Unintentional,Nominal,0.018583042547106743,0.09717383235692978,0.07859078794717789
3544,"8,6,1",Missing_Unintentional,Nominal,0.013550135307013988,0.061943475157022476,0.04839333891868591
3548,"8,6,1",Missing_Unintentional,Nominal,0.02671312354505062,0.11188540607690811,0.08517228066921234
3549,"8,6,1",Missing_Unintentional,Nominal,0.03058459237217903,0.09020518511533737,0.05962059274315834
3553,"8,6,1",Missing_Unintentional,Nominal,0.03252032399177551,0.1746031790971756,0.14208285510540009
3555,"8,6,1",Missing_Unintentional,Nominal,0.035230353474617004,0.12543554604053497,0.09020519256591797
3749,"8,7,1",Missing_Unintentional,Nominal,0.02671312354505062,0.06775067746639252,0.04103755205869675
3756,"8,7,1",Missing_Unintentional,Nominal,0.008130080997943878,0.09562524408102036,0.08749516308307648
3759,"8,7,1",Missing_Unintentional,Nominal,0.002710027154535055,0.12582269310951233,0.12311266362667084
3763,"8,7,1",Missing_Unintentional,Nominal,0.020518776029348373,0.10375532507896423,0.08323654532432556
3764,"8,7,1",Missing_Unintentional,Nominal,0.03948896750807762,0.13627564907073975,0.09678667783737183
3768,"8,7,1",Missing_Unintentional,Nominal,0.015098722651600838,0.09407665580511093,0.07897793501615524
3773,"8,7,1",Missing_Unintentional,Nominal,0.037166085094213486,0.14130856096744537,0.10414247214794159
3775,"8,7,1",Missing_Unintentional,Nominal,0.04065040498971939,0.15834301710128784,0.11769261211156845
4008,"8,8,1",Missing_Unintentional,Nominal,0.010452961549162865,0.10065814852714539,0.09020518511533737
4011,"8,8,1",Missing_Unintentional,Nominal,0.008130080997943878,0.11072396486997604,0.10259388387203217
4015,"8,8,1",Missing_Unintentional,Nominal,0.0189701896160841,0.10298103094100952,0.08401083946228027
4470,"8,1,2",Missing_Unintentional,Nominal,0.04065040498971939,0.2380952388048172,0.1974448263645172
4471,"8,1,2",Missing_Unintentional,Nominal,0.036391790956258774,0.18737901747226715,0.15098722279071808
4665,"8,2,2",Missing_Unintentional,Nominal,0.03987611457705498,0.09330236166715622,0.05342624709010124
4673,"8,2,2",Missing_Unintentional,Nominal,0.008130080997943878,0.2214479297399521,0.2133178412914276
4675,"8,2,2",Missing_Unintentional,Nominal,0.0,0.13821138441562653,0.13821138441562653
4892,"8,3,2",Missing_Unintentional,Nominal,0.0,0.13821138441562653,0.13821138441562653
4893,"8,3,2",Missing_Unintentional,Nominal,0.011614401824772358,0.22028648853302002,0.20867209136486053
4894,"8,3,2",Missing_Unintentional,Nominal,0.008130080997943878,0.19899341464042664,0.19086334109306335
4895,"8,3,2",Missing_Unintentional,Nominal,0.0019357335986569524,0.1463414579629898,0.14440572261810303
4905,"8,3,2",Missing_Unintentional,Nominal,0.033294618129730225,0.1331784725189209,0.09988385438919067
5105,"8,4,2",Missing_Unintentional,Nominal,0.029036004096269608,0.0890437439084053,0.060007739812135696
5112,"8,4,2",Missing_Unintentional,Nominal,0.005807200912386179,0.1331784725189209,0.12737126648426056
5114,"8,4,2",Missing_Unintentional,Nominal,0.0317460335791111,0.21989934146404266,0.18815331161022186
5115,"8,4,2",Missing_Unintentional,Nominal,0.012388695031404495,0.10027100145816803,0.08788231015205383
5119,"8,4,2",Missing_Unintentional,Nominal,0.03755323216319084,0.15021292865276337,0.11265969276428223
5125,"8,4,2",Missing_Unintentional,Nominal,0.03871467337012291,0.15292295813560486,0.11420828104019165
5325,"8,5,2",Missing_Unintentional,Nominal,0.02168021723628044,0.08594657480716705,0.06426635384559631
5332,"8,5,2",Missing_Unintentional,Nominal,0.007355787791311741,0.06736353039741516,0.060007743537425995
5335,"8,5,2",Missing_Unintentional,Nominal,0.011614401824772358,0.0917537733912468,0.08013936877250671
5339,"8,5,2",Missing_Unintentional,Nominal,0.024003097787499428,0.12853270769119263,0.10452961176633835
5344,"8,5,2",Missing_Unintentional,Nominal,0.03677893802523613,0.1482771933078766,0.11149825155735016
5545,"8,6,2",Missing_Unintentional,Nominal,0.02787456475198269,0.09485094994306564,0.0669763833284378
5552,"8,6,2",Missing_Unintentional,Nominal,0.012001548893749714,0.09214092046022415,0.08013936877250671
5555,"8,6,2",Missing_Unintentional,Nominal,0.022067364305257797,0.11924119293689728,0.09717382490634918
5556,"8,6,2",Missing_Unintentional,Nominal,0.01587301678955555,0.07510646432638168,0.05923344939947128
5559,"8,6,2",Missing_Unintentional,Nominal,0.027100270614027977,0.1587301641702652,0.13162989914417267
5564,"8,6,2",Missing_Unintentional,Nominal,0.012775842100381851,0.07510646432638168,0.06233062222599983
5571,"8,6,2",Missing_Unintentional,Nominal,0.0414246991276741,0.1436314433813095,0.1022067442536354
5772,"8,7,2",Missing_Unintentional,Nominal,0.014711575582623482,0.09601239114999771,0.08130081743001938
5775,"8,7,2",Missing_Unintentional,Nominal,0.002322880318388343,0.13782423734664917,0.13550135493278503
5779,"8,7,2",Missing_Unintentional,Nominal,0.02168021723628044,0.11614401638507843,0.09446379542350769
5784,"8,7,2",Missing_Unintentional,Nominal,0.008130080997943878,0.0731707289814949,0.06504064798355103
5785,"8,7,2",Missing_Unintentional,Nominal,0.0379403792321682,0.10917537659406662,0.07123500108718872
5789,"8,7,2",Missing_Unintentional,Nominal,0.038327526301145554,0.15640728175640106,0.11807975172996521
5791,"8,7,2",Missing_Unintentional,Nominal,0.03677893802523613,0.1560201346874237,0.11924119293689728
6024,"8,8,2",Missing_Unintentional,Nominal,0.009291521273553371,0.1234998032450676,0.11420828104019165
6027,"8,8,2",Missing_Unintentional,Nominal,0.013550135307013988,0.12775841355323792,0.11420828104019165
6031,"8,8,2",Missing_Unintentional,Nominal,0.02284165658056736,0.13085559010505676,0.10801393538713455
6248,"8,0,3",Missing_Unintentional,Nominal,0.02477739006280899,0.20480062067508698,0.1800232231616974
6250,"8,0,3",Missing_Unintentional,Nominal,0.008130080997943878,0.2063492089509964,0.19821912050247192
6251,"8,0,3",Missing_Unintentional,Nominal,0.02090592309832573,0.15021292865276337,0.12930700182914734
6255,"8,0,3",Missing_Unintentional,Nominal,0.0414246991276741,0.16608594357967377,0.12466124445199966
6486,"8,1,3",Missing_Unintentional,Nominal,0.02981029823422432,0.1877661645412445,0.15795587003231049
6487,"8,1,3",Missing_Unintentional,Nominal,0.029423151165246964,0.19434766471385956,0.1649245172739029
6691,"8,2,3",Missing_Unintentional,Nominal,0.023228803649544716,0.13975997269153595,0.11653117090463638
6700,"8,2,3",Missing_Unintentional,Nominal,0.03213317692279816,0.1436314433813095,0.11149826645851135
6705,"8,2,3",Missing_Unintentional,Nominal,0.03871467337012291,0.23925668001174927,0.20054200291633606
6908,"8,3,3",Missing_Unintentional,Nominal,0.0,0.1587301641702652,0.1587301641702652
6909,"8,3,3",Missing_Unintentional,Nominal,0.008130080997943878,0.2001548558473587,0.19202476739883423
6910,"8,3,3",Missing_Unintentional,Nominal,0.008130080997943878,0.21912504732608795,0.21099495887756348
6911,"8,3,3",Missing_Unintentional,Nominal,0.0003871467197313905,0.12737126648426056,0.1269841194152832
6921,"8,3,3",Missing_Unintentional,Nominal,0.02593883126974106,0.1304684430360794,0.10452961176633835
7128,"8,4,3",Missing_Unintentional,Nominal,0.007355787791311741,0.16260161995887756,0.1552458256483078
7130,"8,4,3",Missing_Unintentional,Nominal,0.013162989169359207,0.23499806225299835,0.22183507680892944
7131,"8,4,3",Missing_Unintentional,Nominal,0.012001548893749714,0.16066589951515198,0.14866435527801514
7141,"8,4,3",Missing_Unintentional,Nominal,0.03252032399177551,0.13975997269153595,0.10723964869976044
7341,"8,5,3",Missing_Unintentional,Nominal,0.025551684200763702,0.09485094994306564,0.06929926574230194
7343,"8,5,3",Missing_Unintentional,Nominal,0.03677893802523613,0.09949670732021332,0.06271776556968689
7348,"8,5,3",Missing_Unintentional,Nominal,0.009678668342530727,0.08633372187614441,0.07665505260229111
7351,"8,5,3",Missing_Unintentional,Nominal,0.013162989169359207,0.10065814852714539,0.08749516308307648
7355,"8,5,3",Missing_Unintentional,Nominal,0.036004647612571716,0.1676345318555832,0.13162988424301147
7360,"8,5,3",Missing_Unintentional,Nominal,0.03290747106075287,0.1401471197605133,0.10723964869976044
7361,"8,5,3",Missing_Unintentional,Nominal,0.026325978338718414,0.14208285510540009,0.11575687676668167
7561,"8,6,3",Missing_Unintentional,Nominal,0.02671312354505062,0.10027100145816803,0.07355787605047226
7568,"8,6,3",Missing_Unintentional,Nominal,0.01587301678955555,0.10569106042385101,0.08981804549694061
7571,"8,6,3",Missing_Unintentional,Nominal,0.03252032399177551,0.1455671638250351,0.11304683983325958
7575,"8,6,3",Missing_Unintentional,Nominal,0.03213317692279816,0.16066589951515198,0.12853272259235382
7580,"8,6,3",Missing_Unintentional,Nominal,0.01084010861814022,0.06891211867332458,0.058072008192539215
7587,"8,6,3",Missing_Unintentional,Nominal,0.03290747106075287,0.20751065015792847,0.1746031790971756
7781,"8,7,3",Missing_Unintentional,Nominal,0.036391790956258774,0.12388695031404495,0.08749516308307648
7788,"8,7,3",Missing_Unintentional,Nominal,0.023615950718522072,0.12930700182914734,0.10569105297327042
7791,"8,7,3",Missing_Unintentional,Nominal,0.01084010861814022,0.13898567855358124,0.12814557552337646
7795,"8,7,3",Missing_Unintentional,Nominal,0.023228803649544716,0.14053426682949066,0.1173054650425911
8040,"8,8,3",Missing_Unintentional,Nominal,0.01780875027179718,0.19279907643795013,0.17499032616615295
8041,"8,8,3",Missing_Unintentional,Nominal,0.010452961549162865,0.09601239114999771,0.0855594277381897
8042,"8,8,3",Missing_Unintentional,Nominal,0.024390242993831635,0.17886178195476532,0.15447154641151428
8043,"8,8,3",Missing_Unintentional,Nominal,0.015485868789255619,0.2125435471534729,0.19705767929553986
8265,"8,0,4",Missing_Unintentional,Nominal,0.002710027154535055,0.07897793501615524,0.07626790553331375
8503,"8,1,4",Missing_Unintentional,Nominal,0.03368176519870758,0.22531940042972565,0.19163763523101807
8717,"8,2,4",Missing_Unintentional,Nominal,0.02981029823422432,0.13782423734664917,0.10801394283771515
8719,"8,2,4",Missing_Unintentional,Nominal,0.03484320640563965,0.23848238587379456,0.2036391794681549
8721,"8,2,4",Missing_Unintentional,Nominal,0.0379403792321682,0.23306232690811157,0.19512194395065308
8723,"8,2,4",Missing_Unintentional,Nominal,0.037166085094213486,0.21370498836040497,0.17653889954090118
8924,"8,3,4",Missing_Unintentional,Nominal,0.0,0.17692606151103973,0.17692606151103973
8925,"8,3,4",Missing_Unintentional,Nominal,0.008130080997943878,0.23073944449424744,0.22260937094688416
8926,"8,3,4",Missing_Unintentional,Nominal,0.008130080997943878,0.23344947397708893,0.22531938552856445
8927,"8,3,4",Missing_Unintentional,Nominal,0.0,0.14324429631233215,0.14324429631233215
8936,"8,3,4",Missing_Unintentional,Nominal,0.019357336685061455,0.08788231015205383,0.06852497160434723
9137,"8,4,4",Missing_Unintentional,Nominal,0.027100270614027977,0.155245840549469,0.12814557552337646
9144,"8,4,4",Missing_Unintentional,Nominal,0.01084010861814022,0.18583042919635773,0.17499032616615295
9146,"8,4,4",Missing_Unintentional,Nominal,0.014324428513646126,0.24661245942115784,0.23228803277015686
9147,"8,4,4",Missing_Unintentional,Nominal,0.018195895478129387,0.1931862235069275,0.17499032616615295
9157,"8,4,4",Missing_Unintentional,Nominal,0.036004647612571716,0.1897018998861313,0.15369725227355957
9357,"8,5,4",Missing_Unintentional,Nominal,0.03484320640563965,0.1656987965106964,0.13085559010505676
9364,"8,5,4",Missing_Unintentional,Nominal,0.014711575582623482,0.17576462030410767,0.16105304658412933
9367,"8,5,4",Missing_Unintentional,Nominal,0.015485868789255619,0.19008904695510864,0.1746031790971756
9377,"8,5,4",Missing_Unintentional,Nominal,0.02671312354505062,0.19202478229999542,0.16531166434288025
9584,"8,6,4",Missing_Unintentional,Nominal,0.01780875027179718,0.11653116345405579,0.0987224131822586
9587,"8,6,4",Missing_Unintentional,Nominal,0.018195895478129387,0.1269841343164444,0.10878823697566986
9603,"8,6,4",Missing_Unintentional,Nominal,0.03987611457705498,0.22802942991256714,0.18815331161022186
9804,"8,7,4",Missing_Unintentional,Nominal,0.030197445303201675,0.15060007572174072,0.12040263414382935
9811,"8,7,4",Missing_Unintentional,Nominal,0.04103755205869675,0.18466898798942566,0.14363142848014832
9816,"8,7,4",Missing_Unintentional,Nominal,0.038327526301145554,0.19163763523101807,0.15331010520458221
9817,"8,7,4",Missing_Unintentional,Nominal,0.02477739006280899,0.11227255314588547,0.08749516308307648
10056,"8,8,4",Missing_Unintentional,Nominal,0.008130080997943878,0.19008904695510864,0.18195897340774536
10058,"8,8,4",Missing_Unintentional,Nominal,0.017421603202819824,0.17963607609272003,0.1622144728899002
10059,"8,8,4",Missing_Unintentional,Nominal,0.003484320593997836,0.19899341464042664,0.19550909101963043
10277,"8,0,5",Missing_Unintentional,Nominal,0.04103755205869675,0.24119241535663605,0.2001548707485199
10283,"8,0,5",Missing_Unintentional,Nominal,0.0189701896160841,0.18583042919635773,0.16686023771762848
10720,"8,2,5",Missing_Unintentional,Nominal,0.03948896750807762,0.2152535766363144,0.17576460540294647
10733,"8,2,5",Missing_Unintentional,Nominal,0.040263257920742035,0.17886178195476532,0.13859853148460388
10735,"8,2,5",Missing_Unintentional,Nominal,0.037166085094213486,0.2380952388048172,0.20092914998531342
10737,"8,2,5",Missing_Unintentional,Nominal,0.024003097787499428,0.22609369456768036,0.20209059119224548
10738,"8,2,5",Missing_Unintentional,Nominal,0.034068912267684937,0.2477739006280899,0.21370498836040497
10739,"8,2,5",Missing_Unintentional,Nominal,0.03058459237217903,0.23151373863220215,0.20092914998531342
10940,"8,3,5",Missing_Unintentional,Nominal,0.0,0.15369725227355957,0.15369725227355957
10941,"8,3,5",Missing_Unintentional,Nominal,0.010452961549162865,0.24196670949459076,0.23151375353336334
10942,"8,3,5",Missing_Unintentional,Nominal,0.012388695031404495,0.21718931198120117,0.20480062067508698
10943,"8,3,5",Missing_Unintentional,Nominal,0.0,0.15718157589435577,0.15718157589435577
11160,"8,4,5",Missing_Unintentional,Nominal,0.003484320593997836,0.14943863451480865,0.14595431089401245
11161,"8,4,5",Missing_Unintentional,Nominal,0.030971737578511238,0.24312815070152283,0.21215641498565674
11162,"8,4,5",Missing_Unintentional,Nominal,0.00890437513589859,0.22377081215381622,0.21486642956733704
11163,"8,4,5",Missing_Unintentional,Nominal,0.007355787791311741,0.17228029668331146,0.1649245023727417
11373,"8,5,5",Missing_Unintentional,Nominal,0.0317460335791111,0.16105303168296814,0.12930700182914734
11380,"8,5,5",Missing_Unintentional,Nominal,0.01974448375403881,0.2125435471534729,0.19279906153678894
11382,"8,5,5",Missing_Unintentional,Nominal,0.016260161995887756,0.22957800328731537,0.2133178412914276
11383,"8,5,5",Missing_Unintentional,Nominal,0.016647309064865112,0.20596206188201904,0.18931475281715393
11393,"8,5,5",Missing_Unintentional,Nominal,0.02787456475198269,0.17770035564899445,0.1498257964849472
11600,"8,6,5",Missing_Unintentional,Nominal,0.02593883126974106,0.13511420786380768,0.10917537659406662
11603,"8,6,5",Missing_Unintentional,Nominal,0.02864885702729225,0.164150208234787,0.13550135493278503
11820,"8,7,5",Missing_Unintentional,Nominal,0.038327526301145554,0.16686023771762848,0.12853270769119263
11823,"8,7,5",Missing_Unintentional,Nominal,0.035230353474617004,0.1656987965106964,0.1304684430360794
12072,"8,8,5",Missing_Unintentional,Nominal,0.01780875027179718,0.20751065015792847,0.1897018998861313
12073,"8,8,5",Missing_Unintentional,Nominal,0.007355787791311741,0.11807975172996521,0.11072396486997604
12074,"8,8,5",Missing_Unintentional,Nominal,0.00890437513589859,0.18195895850658417,0.17305457592010498
12075,"8,8,5",Missing_Unintentional,Nominal,0.0,0.11885404586791992,0.11885404586791992
12297,"8,0,6",Missing_Unintentional,Nominal,0.01587301678955555,0.22648084163665771,0.21060782670974731
12298,"8,0,6",Missing_Unintentional,Nominal,0.02593883126974106,0.21796360611915588,0.19202476739883423
12515,"8,1,6",Missing_Unintentional,Nominal,0.03290747106075287,0.23383662104606628,0.20092914998531342
12516,"8,1,6",Missing_Unintentional,Nominal,0.0003871467197313905,0.17344173789024353,0.17305459082126617
12518,"8,1,6",Missing_Unintentional,Nominal,0.01780875027179718,0.22531940042972565,0.20751065015792847
12751,"8,2,6",Missing_Unintentional,Nominal,0.03677893802523613,0.23499806225299835,0.19821912050247192
12753,"8,2,6",Missing_Unintentional,Nominal,0.02477739006280899,0.2353852093219757,0.21060782670974731
12754,"8,2,6",Missing_Unintentional,Nominal,0.03058459237217903,0.22609369456768036,0.19550910592079163
12755,"8,2,6",Missing_Unintentional,Nominal,0.038327526301145554,0.2442895919084549,0.20596206188201904
12956,"8,3,6",Missing_Unintentional,Nominal,0.009678668342530727,0.16995741426944733,0.16027875244617462
12957,"8,3,6",Missing_Unintentional,Nominal,0.008130080997943878,0.234610915184021,0.22648084163665771
12959,"8,3,6",Missing_Unintentional,Nominal,0.0,0.17034456133842468,0.17034456133842468
13176,"8,4,6",Missing_Unintentional,Nominal,0.0,0.1614401787519455,0.1614401787519455
13177,"8,4,6",Missing_Unintentional,Nominal,0.011614401824772358,0.23693379759788513,0.22531940042972565
13178,"8,4,6",Missing_Unintentional,Nominal,0.008130080997943878,0.23383662104606628,0.225706547498703
13179,"8,4,6",Missing_Unintentional,Nominal,0.013937282375991344,0.2001548558473587,0.18621757626533508
13389,"8,5,6",Missing_Unintentional,Nominal,0.036004647612571716,0.22260937094688416,0.18660472333431244
13396,"8,5,6",Missing_Unintentional,Nominal,0.005032907240092754,0.1753774732351303,0.17034456133842468
13398,"8,5,6",Missing_Unintentional,Nominal,0.018583042547106743,0.21912504732608795,0.20054200291633606
13399,"8,5,6",Missing_Unintentional,Nominal,0.01780875027179718,0.2098335325717926,0.19202478229999542
13409,"8,5,6",Missing_Unintentional,Nominal,0.033294618129730225,0.20789779722690582,0.1746031790971756
13609,"8,6,6",Missing_Unintentional,Nominal,0.034068912267684937,0.23344947397708893,0.199380561709404
13616,"8,6,6",Missing_Unintentional,Nominal,0.03135888651013374,0.2504839301109314,0.21912504732608795
13619,"8,6,6",Missing_Unintentional,Nominal,0.03445605933666229,0.2319008857011795,0.1974448263645172
13629,"8,6,6",Missing_Unintentional,Nominal,0.030197445303201675,0.19628338515758514,0.16608594357967377
14088,"8,8,6",Missing_Unintentional,Nominal,0.009291521273553371,0.21680216491222382,0.20751065015792847
14089,"8,8,6",Missing_Unintentional,Nominal,0.00542005430907011,0.14169570803642273,0.13627564907073975
14091,"8,8,6",Missing_Unintentional,Nominal,0.0,0.19163763523101807,0.19163763523101807
14104,"8,8,6",Missing_Unintentional,Nominal,0.030971737578511238,0.1815718114376068,0.15060007572174072
14312,"8,0,7",Missing_Unintentional,Nominal,0.006581494584679604,0.18854045867919922,0.18195895850658417
14313,"8,0,7",Missing_Unintentional,Nominal,0.023615950718522072,0.22725513577461243,0.2036391794681549
14314,"8,0,7",Missing_Unintentional,Nominal,0.022454509511590004,0.2353852093219757,0.21293069422245026
14315,"8,0,7",Missing_Unintentional,Nominal,0.010065814480185509,0.20402632653713226,0.1939605176448822
14529,"8,1,7",Missing_Unintentional,Nominal,0.029423151165246964,0.23925668001174927,0.2098335325717926
14531,"8,1,7",Missing_Unintentional,Nominal,0.025164537131786346,0.23267517983913422,0.20751065015792847
14532,"8,1,7",Missing_Unintentional,Nominal,0.00890437513589859,0.1912504881620407,0.18234610557556152
14533,"8,1,7",Missing_Unintentional,Nominal,0.02090592309832573,0.23035229742527008,0.20944637060165405
14534,"8,1,7",Missing_Unintentional,Nominal,0.02671312354505062,0.25241968035697937,0.2257065623998642
14535,"8,1,7",Missing_Unintentional,Nominal,0.01587301678955555,0.19783197343349457,0.18195895850658417
14754,"8,2,7",Missing_Unintentional,Nominal,0.039101820439100266,0.25706541538238525,0.2179635912179947
14765,"8,2,7",Missing_Unintentional,Nominal,0.029036004096269608,0.16918312013149261,0.1401471197605133
14767,"8,2,7",Missing_Unintentional,Nominal,0.027487417683005333,0.23035229742527008,0.2028648853302002
14769,"8,2,7",Missing_Unintentional,Nominal,0.027487417683005333,0.2740998864173889,0.24661247432231903
14770,"8,2,7",Missing_Unintentional,Nominal,0.034068912267684937,0.24970963597297668,0.21564072370529175
14771,"8,2,7",Missing_Unintentional,Nominal,0.03135888651013374,0.24312815070152283,0.21176926791667938
14973,"8,3,7",Missing_Unintentional,Nominal,0.007355787791311741,0.21022067964076996,0.2028648853302002
14975,"8,3,7",Missing_Unintentional,Nominal,0.0,0.25435540080070496,0.25435540080070496
14987,"8,3,7",Missing_Unintentional,Nominal,0.03871467337012291,0.23344947397708893,0.19473479688167572
15192,"8,4,7",Missing_Unintentional,Nominal,0.0,0.1676345318555832,0.1676345318555832
15193,"8,4,7",Missing_Unintentional,Nominal,0.009678668342530727,0.20441347360610962,0.19473481178283691
15194,"8,4,7",Missing_Unintentional,Nominal,0.007355787791311741,0.2152535766363144,0.20789778232574463
15195,"8,4,7",Missing_Unintentional,Nominal,0.003097173757851124,0.17344173789024353,0.17034456133842468
15405,"8,5,7",Missing_Unintentional,Nominal,0.033294618129730225,0.18931475281715393,0.1560201346874237
15412,"8,5,7",Missing_Unintentional,Nominal,0.003484320593997836,0.19279907643795013,0.18931475281715393
15413,"8,5,7",Missing_Unintentional,Nominal,0.023615950718522072,0.21060782670974731,0.1869918704032898
15414,"8,5,7",Missing_Unintentional,Nominal,0.009678668342530727,0.21486642956733704,0.20518776774406433
15415,"8,5,7",Missing_Unintentional,Nominal,0.022454509511590004,0.23073944449424744,0.20828492939472198
15425,"8,5,7",Missing_Unintentional,Nominal,0.030971737578511238,0.21447928249835968,0.1835075467824936
15625,"8,6,7",Missing_Unintentional,Nominal,0.03252032399177551,0.19899341464042664,0.16647309064865112
15632,"8,6,7",Missing_Unintentional,Nominal,0.02787456475198269,0.2214479297399521,0.19357337057590485
