strut_id,classification,screening_status,ct_material_occupancy,thickness_proxy_um,distance_from_nominal_median_um,centroid_x_um,centroid_y_um,centroid_z_um,excess_voxels,excess_fraction_of_mask
191,Nominal,within_reference,0.529616714,507.298366,166.191648,37871.72302612305,6300.318582763673,2703.103354530335,115,0.00038163125792299677
192,Nominal,overly_thick,1.000000000,697.080000,355.973282,41301.80208679199,3985.7778607940677,1565.352921218872,430,0.0014269690513642487
193,Nominal,overly_thick,0.927990735,671.513028,330.406309,43595.67634460449,3974.113502960205,1567.253769683838,285,0.0009457818131135137
194,Nominal,overly_thick,0.996902823,695.999673,354.892955,43607.344691162114,6267.980226516724,1560.9077101898195,349,0.0011581679044793554
195,Nominal,overly_thick,1.000000000,697.080000,355.973282,41313.47043334961,6279.644584350586,1559.0068617248537,391,0.001297546276938189
196,Nominal,within_reference,0.270615578,362.626066,21.519348,40153.92893737793,3994.7879445648196,2711.350262489319,75,0.0002488899508193457
197,Nominal,within_reference,0.277584195,367.265378,26.158660,40165.59728393555,6288.65422492981,2705.0042029953006,103,0.0003418088657919015
198,Nominal,within_reference,0.109949671,231.142384,-109.964334,40163.73233398438,6295.010034637451,4998.899512405395,37,0.00012278570907087722
199,Nominal,overly_thin,0.071622148,186.554742,-154.551976,40152.06044189454,4001.143311080933,5005.245571899414,29,9.6237447650147e-05
200,Nominal,overly_thin,0.048393343,153.347053,-187.759666,44741.68099853516,3971.4596720886234,2715.1519594192505,25,8.296331693978191e-05
201,Nominal,overly_thin,0.065040648,177.776787,-163.329932,44753.34934509278,6265.325952453613,2708.805899925232,30,9.955598032773829e-05
202,Nominal,overly_thin,0.077042200,193.484848,-147.621871,44739.80895751953,3977.8150386047364,5009.047268829346,18,5.9733588196642975e-05
203,Nominal,overly_thin,0.044521872,147.085320,-194.021398,44751.480849609376,6271.681318969727,5002.701209335328,24,7.964478426219063e-05
204,Nominal,within_reference,0.166860238,284.746931,-56.359788,41295.03366577149,2842.022403869629,2715.473494873047,71,0.00023561582010898062
205,Nominal,within_reference,0.375919461,427.395581,86.288863,43588.90792358399,2830.358267631531,2717.3743433380127,10,3.318532677591276e-05
206,Nominal,within_reference,0.416182727,449.701823,108.595105,41293.16162475586,2848.378213577271,5009.3690258789065,0,0.0
207,Nominal,overly_thin,0.064653501,177.246899,-163.859819,43587.035882568365,2836.713855743408,5011.269431152344,43,0.00014269690513642487
208,Nominal,overly_thin,0.061943475,173.492380,-167.614338,41304.833516845705,5142.244493942261,5003.022966384888,38,0.0001261042417484685
209,Nominal,overly_thick,0.692218363,579.968199,238.861480,41306.7020123291,5135.888684234619,2709.1276569747924,62,0.00020574902601065912
210,Nominal,within_reference,0.137437090,258.425044,-82.681674,41311.60193786622,6285.9999508667,3852.902392730713,5,1.659266338795638e-05
211,Nominal,within_reference,0.095238097,215.123560,-125.983158,41299.933591308596,3992.1336705017093,3859.2480090332033,3,9.955598032773829e-06
212,Nominal,within_reference,0.149438635,269.472262,-71.634456,43600.57981567383,5124.224769592285,2711.0285054397586,66,0.00021902315672102423
213,Nominal,overly_thin,0.068137825,181.960346,-159.146372,43605.47974121094,6274.336036224366,3854.8032411956788,19,6.305212087423425e-05
214,Expected_Missing_But_Material_Present,overly_thin,0.066976383,180.402881,-160.703837,43598.70777465821,5130.580136108399,5004.923814849853,4,1.3274130710365105e-05
215,Nominal,within_reference,0.183894694,298.928430,-42.178288,42447.806740722655,3983.1235867309574,2713.2508893585205,46,0.00015265250316919872
216,Nominal,within_reference,0.140147120,260.960461,-80.146257,43593.8078491211,3980.469312667847,3861.1493006896976,15,4.9777990163869145e-05
217,Nominal,within_reference,0.109175377,230.327064,-110.779654,42445.93469970703,3989.4789532470704,5007.145977172851,0,0.0
218,Nominal,within_reference,0.131629884,252.906431,-88.200288,42457.60659179688,6283.345676803589,5000.800360870362,21,6.96891862294168e-05
