strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,classification,expected_by_0point5_cad,ct_material_occupancy,mean_intensity,length_um,trimmed_length_um,longest_gap_um,estimated_missing_volume_mm3,nominal_sampled_volume_mm3,centroid_x_um,centroid_y_um,centroid_z_um,aspect_ratio,sphericity,voxel_size_um,excess_voxels,excess_fraction_of_mask,excess_mean_distance_to_centerline_mask_voxels,excess_rms_distance_to_centerline_mask_voxels,excess_distance_um
10948,6170,6168,8,4,440,"8,3,5",Missing_Intentional,True,0.0104529615491628,32234.30078125,3244.071133041382,1946.442626953125,1849.120672143173,0.7350775599479675,0.7428424954414368,41356.16573242188,18968.99983001709,27903.900589904788,2.6526663684844967,0.8184266630377649,58.09,1,3.3185326775912764e-06,3.841836088838088,3.841836088838088,446.34451680120907
10,5,12,2,8,0,"0,0,0",Missing_Intentional,True,0.0,32576.306640625,3244.071133041382,1946.442626953125,2043.764953421402,0.7428424954414368,0.7428424954414368,4591.172170181275,3035.005722961426,4978.955450439454,2.9318944072723387,0.7571226696086982,58.09,0,0.0,0.0,0.0,0.0
946,543,540,4,4,38,"2,4,0",Missing_Intentional,True,0.0077429343946278,33577.234375,3244.071133041382,1946.442626953125,1946.4428127822875,0.7370907068252563,0.7428424954414368,16165.568771667482,23621.48267303467,4931.345600509644,2.7922803878784177,0.7851503265018197,58.09,0,0.0,0.0,0.0,0.0
1666,956,962,1,8,68,"5,7,0",Missing_Intentional,True,0.02245450951159,33977.578125,3244.070689849854,1946.4425048828125,1751.798531504059,0.7261622548103333,0.742842435836792,26563.85604827881,38479.12587951661,4898.650031890869,2.513052349090576,0.8494114484835363,58.09,0,0.0,0.0,0.0,0.0
2251,1270,1272,8,8,90,"0,1,1",Missing_Intentional,True,0.0135501353070139,32114.568359375,3244.0720194244386,1946.443359375,1849.120672143173,0.7327771186828613,0.7428427338600159,4617.54295249939,8779.205803222656,8403.933376617431,2.6526663684844967,0.8167182484403818,58.09,0,0.0,0.0,0.0,0.0
2289,1291,1298,2,8,92,"2,1,1",Missing_Intentional,True,0.0015485868789255,32098.3359375,3244.071354637146,1946.44287109375,2043.764953421402,0.7416921854019165,0.7428425550460815,12658.7076651001,11029.069369506837,7257.292742843629,2.9318944072723387,0.7563408522488311,58.09,0,0.0,0.0,0.0,0.0
2303,1300,1297,8,8,92,"2,1,1",Missing_Intentional,True,0.0015485868789255,32162.912109375,3244.071354637146,1946.44287109375,2043.764953421402,0.7416921854019165,0.7428425550460815,14940.911803588868,8723.539174499512,7265.539650802612,2.9318944072723387,0.7563408522488311,58.09,0,0.0,0.0,0.0,0.0
2359,1333,1339,2,8,95,"5,1,1",Missing_Intentional,True,0.0127758421003818,31480.5546875,3244.070468254089,1946.4425048828125,1849.120672143173,0.73335200548172,0.742842435836792,27569.824588623047,10950.074025115968,6122.70071395874,2.6526663684844967,0.8171453534509505,58.09,0,0.0,0.0,0.0,0.0
16613,9315,9318,3,8,665,"8,1,8",Expected_Missing_But_Material_Present,True,0.4068911969661712,38980.60546875,3244.070689849854,1946.4425048828125,0.0,0.4405863583087921,0.742842435836792,41291.50940673828,8687.911893920898,42842.77903076172,0.0,1.0,58.09,233,0.0007732181138787674,4.705696840696535,4.715378139701249,546.7078589521235
417,241,248,2,8,17,"8,1,0",Expected_Missing_But_Material_Present,True,0.3267518281936645,38764.140625,3244.0715762329105,1946.443115234375,973.2214063911438,0.5001174807548523,0.7428426742553711,40188.93752258301,10876.388115234377,2692.312084007264,1.3961401939392089,1.0,58.09,99,0.00032853473508153634,4.549838104503656,4.559586179556753,528.6001909812347
214,123,120,8,4,8,"8,0,0",Expected_Missing_But_Material_Present,True,0.0669763833284378,32934.49609375,3244.071133041382,1946.442626953125,1654.4763908649445,0.6930896043777466,0.7428424954414368,43598.70777465821,5130.580136108399,5004.923814849853,2.373438329696655,0.8634291686417432,58.09,4,1.3274130710365105e-05,4.287929913825777,4.290829968611345,498.1716973882788
1310,752,755,8,4,53,"8,5,0",Expected_Missing_But_Material_Present,True,0.0692992657423019,34548.1796875,3244.0717978286743,1946.443115234375,1654.4763908649445,0.6913642287254333,0.7428426742553711,41428.296040039066,29224.66630004883,3789.442240982056,2.373438329696655,0.86199562774225,58.09,4,1.3274130710365105e-05,4.002206198418662,4.0077342719971805,464.9763161322802
1728,992,991,8,4,70,"7,7,0",Expected_Missing_But_Material_Present,True,0.0514905154705047,34622.75390625,3244.07312740326,1946.4439697265625,1751.798531504059,0.7045936584472656,0.7428430318832397,39169.43036743164,36117.92905578613,3768.5032140350345,2.513052349090576,0.832507490146803,58.09,4,1.3274130710365105e-05,4.561614949888593,4.56242177183319,529.9684248780568
1308,752,750,8,4,53,"8,5,0",Missing_Unintentional,False,0.0166473090648651,34051.2734375,3244.071133041382,1946.442626953125,2043.764953421402,0.7304761409759521,0.7428424954414368,41421.53116455078,28080.909513549806,4939.562814636231,2.9318944072723387,0.7486964606321449,58.09,50,0.00016592663387956383,4.158817589252789,4.163198433888098,483.17142751938906
867,496,502,2,8,35,"8,3,0",Missing_Unintentional,False,0.0170344561338424,33320.75,3244.071354637146,1946.44287109375,1946.4428127822875,0.7301886081695557,0.7428425550460815,43657.05305297852,16599.912424316408,4973.19396057129,2.7922803878784177,0.7802412265561643,58.09,46,0.00015265250316919872,4.438466446884591,4.45098018148635,515.6610317990518
3548,2013,2011,8,8,143,"8,6,1",Missing_Unintentional,False,0.0267131235450506,33359.71484375,3244.0717978286743,1946.443115234375,1849.120672143173,0.7229990363121033,0.7428426742553711,43736.870074462895,32663.33618530273,7222.667075119019,2.6526663684844967,0.8094365390689492,58.09,45,0.00014933397049160743,4.447010880753974,4.448241166365562,516.6537241259967
4673,2634,2643,2,8,188,"8,2,2",Missing_Unintentional,False,0.0081300809979438,32509.08984375,3244.071354637146,1946.44287109375,2043.764953421402,0.7368031740188599,0.7428425550460815,44792.55229492188,15466.21431274414,11859.00400756836,2.9318944072723387,0.7530134760360211,58.09,41,0.00013605983978124233,3.96581031501899,3.987038892266107,460.74784239890624
8721,4912,4908,8,4,350,"8,2,4",Missing_Unintentional,False,0.0379403792321682,33587.93359375,3244.0709114456176,1946.442626953125,1654.4763908649445,0.7146587371826172,0.7428424954414368,42477.667213134766,13215.790552368166,23332.92598724365,2.373438329696655,0.8812509493144606,58.09,40,0.00013274130710365104,3.9649131830910234,3.9736364032534195,460.6436136115151
10739,6047,6043,4,8,431,"8,2,5",Missing_Unintentional,False,0.030584592372179,33444.796875,3244.0715762329105,1946.443115234375,1849.120672143173,0.7201231718063354,0.7428426742553711,42487.46706420898,15516.011312866212,25620.475015563967,2.6526663684844967,0.8072886562825503,58.09,40,0.00013274130710365104,3.980966042385885,3.9850639860937154,462.50863480439216
4675,2639,2643,1,8,188,"8,2,2",Missing_Unintentional,False,0.0,32332.361328125,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,44790.68379943848,15472.569679260254,14152.89953857422,2.9318944072723387,0.7571227911096253,58.09,39,0.00012942277442605976,3.9699820908095718,3.975231543999136,461.23251931025607
4892,2759,2769,3,8,197,"8,3,2",Missing_Unintentional,False,0.0,32315.87890625,3244.0715762329105,1946.443115234375,2043.764953421402,0.7428426742553711,0.7428426742553711,44804.22064147949,17760.08147949219,11852.657504882813,2.9318944072723387,0.7571227911096253,58.09,38,0.0001261042417484685,4.1316422452426735,4.139119973268543,480.0141960522938
5119,2890,2896,2,8,206,"8,4,2",Missing_Unintentional,False,0.0375532321631908,33155.7109375,3244.071133041382,1946.442626953125,1751.798531504059,0.7149463295936584,0.7428424954414368,43672.92285522461,21213.068223876955,14136.083079223634,2.513052349090576,0.8406423983251258,58.09,38,0.0001261042417484685,4.1976860586547655,4.203649712522452,487.6871662945107
6255,3520,3526,2,8,251,"8,0,3",Missing_Unintentional,False,0.0414246991276741,33046.11328125,3244.071133041382,1946.442626953125,1654.4763908649445,0.7120704650878906,0.7428424954414368,43575.82490966797,2874.847384414673,18774.642617187503,2.373438329696655,0.8791219179895753,58.09,38,0.0001261042417484685,4.409563019659669,4.414025937984156,512.3030316240604
