strut_id,junction0_id,junction1_id,junction0_degree,junction1_degree,unit_cell_ids,unit_cell_indices,classification,expected_by_0point5_cad,ct_material_occupancy,mean_intensity,length_um,trimmed_length_um,longest_gap_um,estimated_missing_volume_mm3,nominal_sampled_volume_mm3,centroid_x_um,centroid_y_um,centroid_z_um,aspect_ratio,sphericity,voxel_size_um,excess_voxels,excess_fraction_of_mask,excess_mean_distance_to_centerline_mask_voxels,excess_rms_distance_to_centerline_mask_voxels,excess_distance_um,heuristic_pattern
295,171,177,2,8,12,"3,1,0",Nominal,False,1.0,49193.19921875,3244.072462615967,1946.443603515625,0.0,0.0,0.7428428530693054,18398.064548339844,10984.019837036134,1527.3064796829224,0.0,5.430654988463878e-06,58.09,407,0.0013506427997796494,4.452884467782324,4.465507826307734,517.3361174669504,boundary_or_registration_artifact_like
316,182,191,3,8,13,"4,1,0",Nominal,False,1.0,49978.78515625,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,22974.144717407227,8666.82484100342,1537.4541253089906,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.513057574989428,4.527301237899063,524.3270290622718,boundary_or_registration_artifact_like
340,196,205,3,8,14,"5,1,0",Nominal,False,1.0,50389.9609375,3244.070689849854,1946.4425048828125,0.0,0.0,0.742842435836792,27561.893233032228,8643.496125335694,1541.2558222389223,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.53648017602224,4.5513467306866415,527.0482668502639,boundary_or_registration_artifact_like
367,213,219,2,8,15,"6,1,0",Nominal,False,1.0,49576.109375,3244.072462615967,1946.443603515625,0.0,0.0,0.7428428530693054,32161.310095214845,10914.034576416016,1538.7114596748354,0.0,5.430654988463878e-06,58.09,405,0.0013440057344244669,4.522206998137607,4.535740897559273,525.3900090436272,boundary_or_registration_artifact_like
388,224,233,3,8,16,"7,1,0",Nominal,False,1.0,51398.625,3244.070689849854,1946.4425048828125,0.0,0.0,0.742842435836792,36737.39380981446,8596.839580383301,1548.8591053009034,0.0,5.430654988463878e-06,58.09,410,0.0013605983978124232,4.547718458784957,4.564784595043109,528.3539305416364,boundary_or_registration_artifact_like
389,225,233,2,8,16,"7,1,0",Nominal,False,1.0,51501.82421875,3244.072462615967,1946.443603515625,0.0,0.0,0.7428428530693054,39031.26806762695,8585.17477935791,1550.759953765869,0.0,5.430654988463878e-06,58.09,407,0.0013506427997796494,4.53195748002556,4.550411064936348,526.5228200293695,boundary_or_registration_artifact_like
412,238,247,3,8,17,"8,1,0",Nominal,False,1.0,52730.2265625,3244.070689849854,1946.4425048828125,0.0,0.0,0.742842435836792,41325.142325439454,8573.510864715578,1552.660802230835,0.0,5.430654988463878e-06,58.09,410,0.0013605983978124232,4.4829300278133895,4.501901496241368,520.8268106313596,boundary_or_registration_artifact_like
465,267,275,2,8,19,"1,2,0",Nominal,False,1.0,49156.6484375,3244.071133041382,1946.442626953125,0.0,0.0,0.7428424954414368,11528.110121459962,13312.878747711182,1515.2578747940065,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.490889150380601,4.501565581803278,521.7515014912183,boundary_or_registration_artifact_like
489,281,289,2,8,20,"2,2,0",Nominal,False,1.0,48807.00390625,3244.071133041382,1946.442626953125,0.0,0.0,0.7428424954414368,16115.858637084964,13289.550032043458,1519.059571723938,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.439696691977785,4.451191170686714,515.8039616739791,boundary_or_registration_artifact_like
512,294,303,3,8,21,"3,2,0",Nominal,False,1.0,48544.921875,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,18409.73289489746,13277.886117401124,1520.960420188904,0.0,5.430654988463878e-06,58.09,405,0.0013440057344244669,4.4840440256476395,4.495215251898722,520.9562348997428,boundary_or_registration_artifact_like
562,324,331,1,8,23,"5,2,0",Nominal,False,1.0,48707.59765625,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,29890.77607604981,15513.431938171389,1524.1186030197146,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.512050925166994,4.522780955815497,524.2100764859014,boundary_or_registration_artifact_like
563,325,331,2,8,23,"5,2,0",Nominal,False,1.0,48207.2578125,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,27596.901818237307,15525.094966430664,1522.2177545547486,0.0,5.430654988463878e-06,58.09,409,0.001357279865134832,4.487191235939853,4.498614110064633,521.3218777914922,boundary_or_registration_artifact_like
585,337,345,2,8,24,"6,2,0",Nominal,False,1.0,49547.89453125,3244.072462615967,1946.443603515625,0.0,0.0,0.7428428530693054,34466.85624511719,13196.236942138672,1534.266359443665,0.0,5.430654988463878e-06,58.09,406,0.0013473242671020581,4.532977831590875,4.545406145900886,526.6413644742279,boundary_or_registration_artifact_like
608,350,359,3,8,25,"7,2,0",Nominal,False,1.0,50532.3515625,3244.07312740326,1946.4439697265625,0.0,0.0,0.7428430318832397,36760.73050292969,13184.572141113282,1536.1672079086304,0.0,5.430654988463878e-06,58.09,407,0.0013506427997796494,4.447573601752792,4.461748153732247,516.7191010516394,boundary_or_registration_artifact_like
732,420,429,3,8,30,"3,3,0",Nominal,False,1.0,47729.59765625,3244.070689849854,1946.4425048828125,0.0,0.0,0.742842435836792,18433.073133544924,17865.61956451416,1508.268411998749,0.0,5.430654988463878e-06,58.09,406,0.0013473242671020581,4.433613381435685,4.444862996249863,515.097202655198,boundary_or_registration_artifact_like
733,421,429,2,8,30,"3,3,0",Nominal,False,1.0,47982.0078125,3244.07312740326,1946.4439697265625,0.0,0.0,0.7428430318832397,20726.947391357426,17853.95476348877,1510.1691496658327,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.417290259379276,4.428603042699975,513.2007823346843,boundary_or_registration_artifact_like
734,422,429,1,8,30,"3,3,0",Nominal,False,1.0,47523.4375,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,20738.61573791504,20147.821930236816,1503.8232009696962,0.0,5.430654988463878e-06,58.09,406,0.0013473242671020581,4.385603905410111,4.396635523443846,509.5194617305467,boundary_or_registration_artifact_like
807,465,471,2,8,33,"6,3,0",Nominal,False,1.0,48348.703125,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,32207.990572509767,20089.499697875977,1513.327332496643,0.0,5.430654988463878e-06,58.09,404,0.0013406872017468756,4.442305912755812,4.453252780032182,516.1071009439703,boundary_or_registration_artifact_like
829,477,485,2,8,34,"7,3,0",Nominal,False,1.0,50522.38671875,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,39077.94145385743,17760.641673583985,1525.3759373855592,0.0,5.430654988463878e-06,58.09,403,0.0013373686690692844,4.513910527899074,4.524958943043734,524.4261251313144,boundary_or_registration_artifact_like
830,478,485,1,8,34,"7,3,0",Nominal,False,1.0,50900.81640625,3244.07312740326,1946.4439697265625,0.0,0.0,0.7428430318832397,39089.61334594727,20054.50706756592,1519.0298778915403,0.0,5.430654988463878e-06,58.09,409,0.001357279865134832,4.485549828399743,4.496880021671584,521.1311790634823,boundary_or_registration_artifact_like
905,519,527,2,8,37,"1,4,0",Nominal,False,1.0,48510.109375,3244.072462615967,1946.443603515625,0.0,0.0,0.7428428530693054,11574.78882598877,22488.3447555542,1489.8738584136963,0.0,5.430654988463878e-06,58.09,406,0.0013473242671020581,4.447359634146468,4.459574714381299,516.6942422951367,boundary_or_registration_artifact_like
928,532,541,3,8,38,"2,4,0",Nominal,False,1.0,47957.03125,3244.071133041382,1946.442626953125,0.0,0.0,0.7428424954414368,13868.66308380127,22476.67995452881,1491.7747068786623,0.0,5.430654988463878e-06,58.09,408,0.0013539613324572407,4.3815737557870476,4.394163699957928,509.0512389473392,boundary_or_registration_artifact_like
1002,576,583,1,8,41,"5,4,0",Nominal,False,1.0,47977.9765625,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,29937.453007812503,24688.89705963135,1498.7345866394044,0.0,5.430654988463878e-06,58.09,407,0.0013506427997796494,4.459006320940373,4.470279878506207,518.0473543668526,boundary_or_registration_artifact_like
1027,591,597,2,8,42,"6,4,0",Nominal,False,1.0,48373.37109375,3244.0717978286743,1946.443115234375,0.0,0.0,0.7428426742553711,32231.327265625,24677.23403137207,1500.63543510437,0.0,5.430654988463878e-06,58.09,411,0.0013639169304900146,4.439564258873629,4.4507546446291455,515.7885755959383,boundary_or_registration_artifact_like
1292,742,751,3,8,53,"8,5,0",Nominal,False,1.0,52732.015625,3244.07312740326,1946.4439697265625,0.0,0.0,0.7428430318832397,41418.49618896485,26924.44199401856,1501.892769470215,0.0,5.430654988463878e-06,58.09,403,0.0013373686690692844,4.474800024547562,4.484972139872121,519.8822668519358,boundary_or_registration_artifact_like
1295,745,751,2,8,53,"8,5,0",Nominal,False,1.0,52683.06640625,3244.07312740326,1946.4439697265625,0.0,0.0,0.7428430318832397,41430.16808105469,29218.309160766603,1495.5467099761963,0.0,5.430654988463878e-06,58.09,406,0.0013473242671020581,4.373694952419389,4.3854259696309645,508.13587957208466,boundary_or_registration_artifact_like
17671,9835,9836,1,8,702,"0,6,8",Nominal,False,1.0,47408.765625,3244.0715762329105,1946.443115234375,0.0,0.0,0.7428426742553711,7011.75266998291,34095.405015869146,42744.45787658692,0.0,5.430654988463878e-06,58.09,408,0.0013539613324572407,4.458805829548289,4.4703618526009805,518.0240612769202,boundary_or_registration_artifact_like
