strut_id,classification,ct_material_occupancy,thickness_proxy_um,cad_thickness_parameter,voxel_size_um
47,Nominal,0.512195110,498.884874,0.1,58.09
48,Nominal,1.000000000,697.080000,0.1,58.09
49,Nominal,1.000000000,697.080000,0.1,58.09
50,Nominal,1.000000000,697.080000,0.1,58.09
51,Nominal,1.000000000,697.080000,0.1,58.09
52,Nominal,0.542392552,513.380633,0.1,58.09
53,Nominal,0.551684082,517.759229,0.1,58.09
54,Nominal,0.358497858,417.374494,0.1,58.09
55,Nominal,0.321331799,395.147715,0.1,58.09
56,Nominal,0.534649611,509.703071,0.1,58.09
57,Nominal,0.593883097,537.196414,0.1,58.09
58,Nominal,0.299264431,381.338078,0.1,58.09
59,Nominal,0.384049565,431.992554,0.1,58.09
60,Nominal,0.410762668,446.763933,0.1,58.09
61,Nominal,0.623306215,550.342879,0.1,58.09
62,Nominal,0.242741004,343.442624,0.1,58.09
63,Nominal,0.365079373,421.188273,0.1,58.09
64,Nominal,0.717382908,590.416023,0.1,58.09
65,Nominal,0.320557505,394.671346,0.1,58.09
66,Nominal,0.367789388,422.748640,0.1,58.09
67,Nominal,0.512582242,499.073374,0.1,58.09
68,Nominal,0.287650019,373.865014,0.1,58.09
69,Nominal,0.305071622,385.020211,0.1,58.09
70,Nominal,0.289585739,375.120854,0.1,58.09
71,Nominal,0.651567936,562.681290,0.1,58.09
72,Nominal,1.000000000,697.080000,0.1,58.09
73,Nominal,1.000000000,697.080000,0.1,58.09
74,Nominal,1.000000000,697.080000,0.1,58.09
75,Nominal,1.000000000,697.080000,0.1,58.09
76,Nominal,0.639179230,557.306296,0.1,58.09
77,Nominal,0.632984877,554.599265,0.1,58.09
78,Nominal,0.353464961,414.434410,0.1,58.09
79,Nominal,0.308168799,386.969695,0.1,58.09
80,Nominal,0.511807978,498.696303,0.1,58.09
81,Nominal,0.557878435,520.657836,0.1,58.09
82,Nominal,0.413472712,448.235293,0.1,58.09
83,Nominal,0.269841284,362.106916,0.1,58.09
84,Nominal,0.421215653,452.412789,0.1,58.09
85,Nominal,0.780874968,615.989590,0.1,58.09
86,Nominal,0.257839710,353.962720,0.1,58.09
87,Nominal,0.356562138,416.246155,0.1,58.09
88,Nominal,0.763066173,608.924886,0.1,58.09
89,Nominal,0.313588858,390.357865,0.1,58.09
90,Nominal,0.372435153,425.410255,0.1,58.09
91,Nominal,0.536585391,510.624966,0.1,58.09
92,Nominal,0.238095239,340.140212,0.1,58.09
93,Nominal,0.289198607,374.870030,0.1,58.09
94,Nominal,0.247773901,346.984761,0.1,58.09
95,Nominal,0.709252834,587.060909,0.1,58.09
96,Nominal,1.000000000,697.080000,0.1,58.09
97,Nominal,1.000000000,697.080000,0.1,58.09
98,Nominal,1.000000000,697.080000,0.1,58.09
99,Nominal,1.000000000,697.080000,0.1,58.09
100,Nominal,0.558652759,521.019042,0.1,58.09
101,Nominal,0.652729392,563.182572,0.1,58.09
102,Nominal,0.323267519,396.336124,0.1,58.09
103,Nominal,0.294231504,378.117875,0.1,58.09
104,Nominal,0.525745273,505.440817,0.1,58.09
105,Nominal,0.632210612,554.259969,0.1,58.09
106,Nominal,0.341076255,407.106808,0.1,58.09
107,Nominal,0.267905533,360.805762,0.1,58.09
108,Nominal,0.337591946,405.022044,0.1,58.09
109,Nominal,0.834688365,636.861217,0.1,58.09
110,Nominal,0.234998062,337.920674,0.1,58.09
111,Nominal,0.296554387,379.607513,0.1,58.09
112,Nominal,0.750290334,603.805825,0.1,58.09
113,Nominal,0.281455666,369.817638,0.1,58.09
114,Nominal,0.399922580,440.829435,0.1,58.09
115,Nominal,0.586914420,534.035358,0.1,58.09
116,Nominal,0.238869533,340.692837,0.1,58.09
117,Nominal,0.264421225,358.451811,0.1,58.09
118,Nominal,0.218350753,325.731658,0.1,58.09
119,Nominal,0.684475422,576.715404,0.1,58.09
120,Nominal,1.000000000,697.080000,0.1,58.09
121,Nominal,1.000000000,697.080000,0.1,58.09
122,Nominal,1.000000000,697.080000,0.1,58.09
123,Nominal,1.000000000,697.080000,0.1,58.09
124,Nominal,0.624854803,551.026111,0.1,58.09
125,Nominal,0.594270229,537.371475,0.1,58.09
126,Nominal,0.298490137,380.844436,0.1,58.09
127,Nominal,0.289972901,375.371529,0.1,58.09
128,Nominal,0.478900492,482.397740,0.1,58.09
129,Nominal,0.716221452,589.937882,0.1,58.09
130,Nominal,0.338753402,405.718168,0.1,58.09
131,Nominal,0.193186224,306.387257,0.1,58.09
132,Nominal,0.255129695,352.097651,0.1,58.09
133,Nominal,0.847464204,641.716645,0.1,58.09
134,Nominal,0.202090591,313.368739,0.1,58.09
135,Nominal,0.273712724,364.695258,0.1,58.09
136,Nominal,0.723190069,592.800893,0.1,58.09
137,Nominal,0.234610915,337.642206,0.1,58.09
138,Nominal,0.440572977,462.691531,0.1,58.09
139,Nominal,0.507549345,496.617202,0.1,58.09
140,Nominal,0.214866430,323.122281,0.1,58.09
141,Nominal,0.248161048,347.255737,0.1,58.09
142,Nominal,0.194347665,307.306882,0.1,58.09
143,Nominal,0.691056907,579.481437,0.1,58.09
144,Nominal,1.000000000,697.080000,0.1,58.09
145,Nominal,1.000000000,697.080000,0.1,58.09
146,Nominal,1.000000000,697.080000,0.1,58.09
147,Nominal,1.000000000,697.080000,0.1,58.09
148,Nominal,0.554006994,518.848118,0.1,58.09
149,Nominal,0.576848626,529.436104,0.1,58.09
150,Nominal,0.213704988,322.247794,0.1,58.09
151,Nominal,0.176151767,292.567530,0.1,58.09
152,Nominal,0.367789388,422.748640,0.1,58.09
153,Nominal,0.720092893,591.530149,0.1,58.09
154,Nominal,0.390243888,435.462416,0.1,58.09
155,Nominal,0.132017031,253.278079,0.1,58.09
156,Nominal,0.181571811,297.034460,0.1,58.09
157,Nominal,0.815718174,629.582564,0.1,58.09
158,Nominal,0.171893150,289.009359,0.1,58.09
159,Nominal,0.248161048,347.255737,0.1,58.09
160,Nominal,0.606271803,542.770590,0.1,58.09
161,Nominal,0.167247385,285.077072,0.1,58.09
162,Nominal,0.452187389,468.750610,0.1,58.09
163,Nominal,0.515292287,500.390946,0.1,58.09
164,Nominal,0.203639179,314.567095,0.1,58.09
165,Nominal,0.267131239,360.283988,0.1,58.09
166,Nominal,0.184668988,299.557093,0.1,58.09
167,Nominal,0.623306215,550.342879,0.1,58.09
168,Nominal,1.000000000,697.080000,0.1,58.09
169,Nominal,1.000000000,697.080000,0.1,58.09
170,Nominal,1.000000000,697.080000,0.1,58.09
171,Nominal,1.000000000,697.080000,0.1,58.09
172,Nominal,0.490127772,488.019615,0.1,58.09
173,Nominal,0.499419272,492.623665,0.1,58.09
174,Nominal,0.176926062,293.209831,0.1,58.09
175,Nominal,0.181571811,297.034460,0.1,58.09
176,Nominal,0.335269064,403.626213,0.1,58.09
177,Nominal,0.645760715,560.168177,0.1,58.09
178,Nominal,0.330236167,400.585237,0.1,58.09
179,Nominal,0.101819590,222.432526,0.1,58.09
180,Nominal,0.124661244,246.120819,0.1,58.09
181,Nominal,0.796747983,622.218771,0.1,58.09
182,Nominal,0.149438635,269.472262,0.1,58.09
183,Nominal,0.153697252,273.284924,0.1,58.09
184,Nominal,0.444444448,464.720002,0.1,58.09
185,Nominal,0.120789781,242.268929,0.1,58.09
186,Nominal,0.474254757,480.052207,0.1,58.09
187,Nominal,0.308168799,386.969695,0.1,58.09
188,Nominal,0.137437090,258.425044,0.1,58.09
189,Nominal,0.110723965,231.954839,0.1,58.09
190,Nominal,0.119241193,240.710912,0.1,58.09
191,Nominal,0.529616714,507.298366,0.1,58.09
192,Nominal,1.000000000,697.080000,0.1,58.09
193,Nominal,0.927990735,671.513028,0.1,58.09
194,Nominal,0.996902823,695.999673,0.1,58.09
195,Nominal,1.000000000,697.080000,0.1,58.09
196,Nominal,0.270615578,362.626066,0.1,58.09
197,Nominal,0.277584195,367.265378,0.1,58.09
198,Nominal,0.109949671,231.142384,0.1,58.09
199,Nominal,0.071622148,186.554742,0.1,58.09
200,Nominal,0.048393343,153.347053,0.1,58.09
201,Nominal,0.065040648,177.776787,0.1,58.09
202,Nominal,0.077042200,193.484848,0.1,58.09
203,Nominal,0.044521872,147.085320,0.1,58.09
204,Nominal,0.166860238,284.746931,0.1,58.09
205,Nominal,0.375919461,427.395581,0.1,58.09
206,Nominal,0.416182727,449.701823,0.1,58.09
207,Nominal,0.064653501,177.246899,0.1,58.09
208,Nominal,0.061943475,173.492380,0.1,58.09
209,Nominal,0.692218363,579.968199,0.1,58.09
210,Nominal,0.137437090,258.425044,0.1,58.09
211,Nominal,0.095238097,215.123560,0.1,58.09
212,Nominal,0.149438635,269.472262,0.1,58.09
213,Nominal,0.068137825,181.960346,0.1,58.09
214,Expected_Missing_But_Material_Present,0.066976383,180.402881,0.1,58.09
215,Nominal,0.183894694,298.928430,0.1,58.09
216,Nominal,0.140147120,260.960461,0.1,58.09
217,Nominal,0.109175377,230.327064,0.1,58.09
218,Nominal,0.131629884,252.906431,0.1,58.09
219,Nominal,0.324041814,396.810495,0.1,58.09
220,Nominal,0.896244705,659.927040,0.1,58.09
221,Nominal,1.000000000,697.080000,0.1,58.09
222,Nominal,0.995741367,695.594113,0.1,58.09
223,Nominal,0.941540837,676.397826,0.1,58.09
224,Nominal,0.197444826,309.745854,0.1,58.09
225,Nominal,0.212156400,321.078105,0.1,58.09
226,Nominal,0.195896238,308.528772,0.1,58.09
227,Nominal,0.227255136,332.306989,0.1,58.09
228,Nominal,0.540843964,512.647231,0.1,58.09
229,Nominal,0.486256301,486.088385,0.1,58.09
230,Nominal,0.281455666,369.817638,0.1,58.09
231,Nominal,0.481997669,483.955123,0.1,58.09
232,Nominal,0.518002331,501.705058,0.1,58.09
233,Nominal,0.414634138,448.864388,0.1,58.09
234,Nominal,0.251645386,349.685085,0.1,58.09
235,Nominal,0.367015094,422.303407,0.1,58.09
236,Nominal,0.660085201,566.347021,0.1,58.09
237,Nominal,0.341850549,407.568643,0.1,58.09
238,Nominal,0.326364696,398.230216,0.1,58.09
239,Nominal,0.401471168,441.682104,0.1,58.09
240,Nominal,0.238869533,340.692837,0.1,58.09
241,Nominal,0.368563682,423.193405,0.1,58.09
242,Nominal,0.352303535,413.752969,0.1,58.09
243,Nominal,0.405729771,444.018495,0.1,58.09
244,Nominal,1.000000000,697.080000,0.1,58.09
245,Nominal,1.000000000,697.080000,0.1,58.09
246,Nominal,1.000000000,697.080000,0.1,58.09
247,Nominal,1.000000000,697.080000,0.1,58.09
248,Nominal,0.457994580,471.750959,0.1,58.09
249,Nominal,0.444831580,464.922354,0.1,58.09
250,Nominal,0.265969813,359.499919,0.1,58.09
251,Nominal,0.247386754,346.713573,0.1,58.09
252,Nominal,0.666666687,569.163445,0.1,58.09
253,Nominal,0.633759201,554.938379,0.1,58.09
254,Nominal,0.359272152,417.824979,0.1,58.09
255,Nominal,0.439411551,462.081261,0.1,58.09
256,Nominal,0.500580728,493.196159,0.1,58.09
257,Nominal,0.598141670,539.119018,0.1,58.09
258,Nominal,0.214479282,322.831048,0.1,58.09
259,Nominal,0.346883476,410.557914,0.1,58.09
260,Nominal,0.814556718,629.134190,0.1,58.09
261,Nominal,0.344173431,408.951018,0.1,58.09
262,Nominal,0.298490137,380.844436,0.1,58.09
263,Nominal,0.476190478,481.030901,0.1,58.09
264,Nominal,0.252032518,349.953960,0.1,58.09
265,Nominal,0.353077829,414.207393,0.1,58.09
266,Nominal,0.324428946,397.047458,0.1,58.09
267,Nominal,0.605110347,542.250439,0.1,58.09
268,Nominal,1.000000000,697.080000,0.1,58.09
269,Nominal,1.000000000,697.080000,0.1,58.09
270,Nominal,1.000000000,697.080000,0.1,58.09
271,Nominal,1.000000000,697.080000,0.1,58.09
272,Nominal,0.688346863,578.344076,0.1,58.09
273,Nominal,0.632597744,554.429643,0.1,58.09
274,Nominal,0.308555931,387.212681,0.1,58.09
275,Nominal,0.295392960,378.863436,0.1,58.09
276,Nominal,0.751064658,604.117318,0.1,58.09
277,Nominal,0.759969056,607.687883,0.1,58.09
278,Nominal,0.363530785,420.294028,0.1,58.09
279,Nominal,0.423538536,453.658537,0.1,58.09
280,Nominal,0.476190478,481.030901,0.1,58.09
281,Nominal,0.794425070,621.311072,0.1,58.09
282,Nominal,0.268679827,361.326782,0.1,58.09
283,Nominal,0.287650019,373.865014,0.1,58.09
284,Nominal,0.810685277,627.637329,0.1,58.09
285,Nominal,0.279519945,368.543727,0.1,58.09
286,Nominal,0.407665491,445.076432,0.1,58.09
287,Nominal,0.617886186,547.944870,0.1,58.09
288,Nominal,0.254742533,351.830393,0.1,58.09
289,Nominal,0.382113814,430.902478,0.1,58.09
290,Nominal,0.327138990,398.702333,0.1,58.09
291,Nominal,0.758807600,607.223343,0.1,58.09
292,Nominal,1.000000000,697.080000,0.1,58.09
293,Nominal,1.000000000,697.080000,0.1,58.09
294,Nominal,1.000000000,697.080000,0.1,58.09
295,Nominal,1.000000000,697.080000,0.1,58.09
296,Nominal,0.748354614,603.026424,0.1,58.09
297,Nominal,0.695702672,581.426013,0.1,58.09
298,Nominal,0.293844372,377.869041,0.1,58.09
299,Nominal,0.262098342,356.873877,0.1,58.09
300,Nominal,0.771196306,612.160204,0.1,58.09
301,Nominal,0.806039512,625.836356,0.1,58.09
302,Nominal,0.406116933,444.230294,0.1,58.09
303,Nominal,0.351916373,413.525560,0.1,58.09
304,Nominal,0.432442904,458.402534,0.1,58.09
305,Nominal,0.852884233,643.765451,0.1,58.09
306,Nominal,0.257065415,353.430845,0.1,58.09
307,Nominal,0.298102975,380.597365,0.1,58.09
308,Nominal,0.838946939,638.483781,0.1,58.09
309,Nominal,0.273712724,364.695258,0.1,58.09
310,Nominal,0.408052653,445.287727,0.1,58.09
311,Nominal,0.683313966,576.225895,0.1,58.09
312,Nominal,0.246999606,346.442172,0.1,58.09
313,Nominal,0.317847461,392.999498,0.1,58.09
314,Nominal,0.267905533,360.805762,0.1,58.09
315,Nominal,0.795199394,621.613793,0.1,58.09
316,Nominal,1.000000000,697.080000,0.1,58.09
317,Nominal,1.000000000,697.080000,0.1,58.09
318,Nominal,1.000000000,697.080000,0.1,58.09
319,Nominal,1.000000000,697.080000,0.1,58.09
320,Nominal,0.765001953,609.696770,0.1,58.09
321,Nominal,0.773519158,613.081427,0.1,58.09
322,Nominal,0.301974446,383.060807,0.1,58.09
323,Nominal,0.279132783,368.288405,0.1,58.09
324,Nominal,0.808749497,626.887535,0.1,58.09
325,Nominal,0.838946939,638.483781,0.1,58.09
326,Nominal,0.396438241,438.904863,0.1,58.09
327,Nominal,0.252806813,350.491112,0.1,58.09
328,Nominal,0.320557505,394.671346,0.1,58.09
329,Nominal,0.919086337,668.283560,0.1,58.09
330,Nominal,0.236159503,338.754705,0.1,58.09
331,Nominal,0.277971357,367.521412,0.1,58.09
332,Nominal,0.774680614,613.541532,0.1,58.09
333,Nominal,0.265969813,359.499919,0.1,58.09
334,Nominal,0.391405344,436.109953,0.1,58.09
335,Nominal,0.699186981,582.880181,0.1,58.09
336,Nominal,0.232288033,335.966551,0.1,58.09
337,Nominal,0.246999606,346.442172,0.1,58.09
338,Nominal,0.257065415,353.430845,0.1,58.09
339,Nominal,0.789779305,619.491708,0.1,58.09
340,Nominal,1.000000000,697.080000,0.1,58.09
341,Nominal,1.000000000,697.080000,0.1,58.09
342,Nominal,1.000000000,697.080000,0.1,58.09
343,Nominal,1.000000000,697.080000,0.1,58.09
344,Nominal,0.726674438,594.227250,0.1,58.09
345,Nominal,0.747967482,602.870428,0.1,58.09
346,Nominal,0.278358489,367.777247,0.1,58.09
347,Nominal,0.254355401,351.562953,0.1,58.09
348,Nominal,0.744096041,601.308190,0.1,58.09
349,Nominal,0.857529998,645.516404,0.1,58.09
350,Nominal,0.440185845,462.488203,0.1,58.09
351,Nominal,0.186604723,301.123007,0.1,58.09
352,Nominal,0.243515298,343.989944,0.1,58.09
353,Nominal,0.882694542,654.919382,0.1,58.09
354,Nominal,0.185056135,299.870930,0.1,58.09
355,Nominal,0.237708092,339.863562,0.1,58.09
356,Nominal,0.771583438,612.313833,0.1,58.09
357,Nominal,0.222996518,329.178653,0.1,58.09
358,Nominal,0.485482007,485.701217,0.1,58.09
359,Nominal,0.686798275,577.693153,0.1,58.09
360,Nominal,0.210994974,320.198046,0.1,58.09
361,Nominal,0.249322489,348.067400,0.1,58.09
362,Nominal,0.197831973,310.049378,0.1,58.09
363,Nominal,0.821138203,631.670727,0.1,58.09
364,Nominal,1.000000000,697.080000,0.1,58.09
365,Nominal,1.000000000,697.080000,0.1,58.09
366,Nominal,1.000000000,697.080000,0.1,58.09
367,Nominal,1.000000000,697.080000,0.1,58.09
368,Nominal,0.723964393,593.118166,0.1,58.09
369,Nominal,0.708478510,586.740361,0.1,58.09
370,Nominal,0.220673636,327.459691,0.1,58.09
371,Nominal,0.193960518,307.000646,0.1,58.09
372,Nominal,0.658923745,565.848543,0.1,58.09
373,Nominal,0.857142866,645.370678,0.1,58.09
374,Nominal,0.481997669,483.955123,0.1,58.09
375,Nominal,0.158730164,277.723324,0.1,58.09
376,Nominal,0.125048399,246.502706,0.1,58.09
377,Nominal,0.907084763,663.905946,0.1,58.09
378,Nominal,0.181184664,296.717622,0.1,58.09
379,Nominal,0.186604723,301.123007,0.1,58.09
380,Nominal,0.701122701,583.686484,0.1,58.09
381,Nominal,0.109562524,230.735084,0.1,58.09
382,Nominal,0.497870684,491.859314,0.1,58.09
383,Nominal,0.585753024,533.506717,0.1,58.09
384,Nominal,0.155632988,275.000479,0.1,58.09
385,Nominal,0.162601620,281.089781,0.1,58.09
386,Nominal,0.150987223,270.864894,0.1,58.09
387,Nominal,0.732094467,596.439208,0.1,58.09
388,Nominal,1.000000000,697.080000,0.1,58.09
389,Nominal,1.000000000,697.080000,0.1,58.09
390,Nominal,1.000000000,697.080000,0.1,58.09
391,Nominal,1.000000000,697.080000,0.1,58.09
392,Nominal,0.667440951,569.493861,0.1,58.09
393,Nominal,0.651567936,562.681290,0.1,58.09
394,Nominal,0.182733253,297.982950,0.1,58.09
395,Nominal,0.187379017,301.747097,0.1,58.09
396,Nominal,0.565234244,524.079117,0.1,58.09
397,Nominal,0.804490924,625.234878,0.1,58.09
398,Nominal,0.441734403,463.300997,0.1,58.09
399,Nominal,0.074332170,190.051381,0.1,58.09
400,Nominal,0.091366626,210.705764,0.1,58.09
401,Nominal,0.866434395,648.859197,0.1,58.09
402,Nominal,0.155245841,274.658225,0.1,58.09
403,Nominal,0.114208288,235.576212,0.1,58.09
404,Nominal,0.515292287,500.390946,0.1,58.09
405,Nominal,0.069686413,184.016462,0.1,58.09
406,Nominal,0.480836242,483.371700,0.1,58.09
407,Nominal,0.505613625,495.669284,0.1,58.09
408,Nominal,0.118466899,239.928110,0.1,58.09
409,Nominal,0.131242737,252.534235,0.1,58.09
410,Nominal,0.175764620,292.245850,0.1,58.09
411,Nominal,0.625629127,551.367423,0.1,58.09
412,Nominal,1.000000000,697.080000,0.1,58.09
413,Nominal,0.999225736,696.810086,0.1,58.09
414,Nominal,0.998451412,696.540046,0.1,58.09
415,Nominal,1.000000000,697.080000,0.1,58.09
416,Nominal,0.441347271,463.097936,0.1,58.09
417,Expected_Missing_But_Material_Present,0.326751828,398.466335,0.1,58.09
418,Nominal,0.101819590,222.432526,0.1,58.09
419,Nominal,0.096012391,215.996277,0.1,58.09
420,Nominal,0.042586140,143.852284,0.1,58.09
421,Nominal,0.088269457,207.103697,0.1,58.09
422,Nominal,0.084785134,202.974966,0.1,58.09
423,Nominal,0.042198993,143.196917,0.1,58.09
424,Nominal,0.387146741,433.730963,0.1,58.09
425,Nominal,0.576074362,529.080672,0.1,58.09
426,Nominal,0.472319007,479.071498,0.1,58.09
427,Nominal,0.036004648,132.270168,0.1,58.09
428,Nominal,0.055749130,164.589326,0.1,58.09
429,Nominal,0.629113436,552.900653,0.1,58.09
430,Nominal,0.156794429,276.024693,0.1,58.09
431,Nominal,0.097948119,218.162787,0.1,58.09
432,Nominal,0.232675180,336.246406,0.1,58.09
433,Nominal,0.069299266,183.504593,0.1,58.09
434,Nominal,0.272164136,363.662124,0.1,58.09
435,Nominal,0.197057679,309.442032,0.1,58.09
436,Nominal,0.147502899,267.721285,0.1,58.09
437,Nominal,0.056523424,165.728367,0.1,58.09
438,Nominal,0.099496707,219.880632,0.1,58.09
439,Nominal,0.306233048,385.752413,0.1,58.09
440,Nominal,0.917924881,667.861169,0.1,58.09
441,Nominal,1.000000000,697.080000,0.1,58.09
442,Nominal,0.999225736,696.810086,0.1,58.09
443,Nominal,0.965543926,684.965410,0.1,58.09
444,Nominal,0.170344561,287.704569,0.1,58.09
445,Nominal,0.190863341,304.539678,0.1,58.09
446,Nominal,0.160665900,279.411629,0.1,58.09
447,Nominal,0.238869533,340.692837,0.1,58.09
448,Nominal,0.617886186,547.944870,0.1,58.09
449,Nominal,0.573364317,527.834719,0.1,58.09
450,Nominal,0.239643827,341.244567,0.1,58.09
451,Nominal,0.555555582,519.572768,0.1,58.09
452,Nominal,0.453735977,469.552580,0.1,58.09
453,Nominal,0.383275270,431.556857,0.1,58.09
454,Nominal,0.275648475,365.982584,0.1,58.09
455,Nominal,0.364305079,420.741388,0.1,58.09
456,Nominal,0.665118098,568.502011,0.1,58.09
457,Nominal,0.351529241,413.298045,0.1,58.09
458,Nominal,0.233449474,336.805421,0.1,58.09
459,Nominal,0.401471168,441.682104,0.1,58.09
460,Nominal,0.233449474,336.805421,0.1,58.09
461,Nominal,0.246225312,345.898733,0.1,58.09
462,Nominal,0.324816108,397.284299,0.1,58.09
463,Nominal,0.391018182,435.894208,0.1,58.09
464,Nominal,1.000000000,697.080000,0.1,58.09
465,Nominal,1.000000000,697.080000,0.1,58.09
466,Nominal,1.000000000,697.080000,0.1,58.09
467,Nominal,1.000000000,697.080000,0.1,58.09
468,Nominal,0.566782832,524.796544,0.1,58.09
469,Nominal,0.475029022,480.443912,0.1,58.09
470,Nominal,0.329849005,400.350349,0.1,58.09
471,Nominal,0.335269064,403.626213,0.1,58.09
472,Nominal,0.775067747,613.694816,0.1,58.09
473,Nominal,0.681765378,575.572577,0.1,58.09
474,Nominal,0.367015094,422.303407,0.1,58.09
475,Nominal,0.385598153,432.862631,0.1,58.09
476,Nominal,0.522260964,503.763161,0.1,58.09
477,Nominal,0.612078965,545.363854,0.1,58.09
478,Nominal,0.255129695,352.097651,0.1,58.09
479,Nominal,0.297715843,380.350153,0.1,58.09
480,Nominal,0.793650806,621.008227,0.1,58.09
481,Nominal,0.277584195,367.265378,0.1,58.09
482,Nominal,0.293070078,377.370861,0.1,58.09
483,Nominal,0.510646522,498.130130,0.1,58.09
484,Nominal,0.258614004,354.493798,0.1,58.09
485,Nominal,0.349206358,411.930258,0.1,58.09
486,Nominal,0.298490137,380.844436,0.1,58.09
487,Nominal,0.593883097,537.196414,0.1,58.09
488,Nominal,1.000000000,697.080000,0.1,58.09
489,Nominal,1.000000000,697.080000,0.1,58.09
490,Nominal,1.000000000,697.080000,0.1,58.09
491,Nominal,1.000000000,697.080000,0.1,58.09
492,Nominal,0.703058481,584.491700,0.1,58.09
493,Nominal,0.617499053,547.773188,0.1,58.09
494,Nominal,0.346109182,410.099446,0.1,58.09
495,Nominal,0.311653107,389.151181,0.1,58.09
496,Nominal,0.821912527,631.968486,0.1,58.09
497,Nominal,0.701122701,583.686484,0.1,58.09
498,Nominal,0.405342638,443.806611,0.1,58.09
499,Nominal,0.487030596,486.475244,0.1,58.09
500,Nominal,0.504839361,495.289620,0.1,58.09
501,Nominal,0.747193158,602.558290,0.1,58.09
502,Nominal,0.250871092,349.146693,0.1,58.09
503,Nominal,0.257839710,353.962720,0.1,58.09
504,Nominal,0.830042601,635.086402,0.1,58.09
505,Nominal,0.283778548,371.340574,0.1,58.09
506,Nominal,0.358885020,417.599806,0.1,58.09
507,Nominal,0.648083627,561.174783,0.1,58.09
508,Nominal,0.242741004,343.442624,0.1,58.09
509,Nominal,0.346883476,410.557914,0.1,58.09
510,Nominal,0.263259768,357.663704,0.1,58.09
511,Nominal,0.753000379,604.895314,0.1,58.09
512,Nominal,1.000000000,697.080000,0.1,58.09
513,Nominal,1.000000000,697.080000,0.1,58.09
514,Nominal,1.000000000,697.080000,0.1,58.09
515,Nominal,1.000000000,697.080000,0.1,58.09
516,Nominal,0.778939247,615.225624,0.1,58.09
517,Nominal,0.762679040,608.770401,0.1,58.09
518,Nominal,0.344173431,408.951018,0.1,58.09
519,Nominal,0.274099886,364.953094,0.1,58.09
520,Nominal,0.814943850,629.283676,0.1,58.09
521,Nominal,0.843592703,640.249178,0.1,58.09
522,Nominal,0.409601241,446.131876,0.1,58.09
523,Nominal,0.294231504,378.117875,0.1,58.09
524,Nominal,0.422764242,453.243668,0.1,58.09
525,Nominal,0.789779305,619.491708,0.1,58.09
526,Nominal,0.248935342,347.797056,0.1,58.09
527,Nominal,0.298490137,380.844436,0.1,58.09
528,Nominal,0.852109969,643.473173,0.1,58.09
529,Nominal,0.294231504,378.117875,0.1,58.09
530,Nominal,0.370499432,424.303287,0.1,58.09
531,Nominal,0.759581864,607.533060,0.1,58.09
532,Nominal,0.259388298,355.024081,0.1,58.09
